,0,1,2,3,4,5,6,7
749,2.4,No tiene datos,Raine Brown,"Marv Blauvelt, Anthony G. Sumner, Trevor Wright",Four Twisted Tales that lead to a Dead End.,98,Psycho Street,tt1493823
750,No tiene datos,No tiene datos,Tim Hawkins,"John Branyan, Tim Hawkins, Bob Smiley",Rockshow Comedy Tour - 2 DVD Set contains over 2.5 hours of stand up and music.,150,Tim Hawkins: Rockshow Comedy Tour,tt14938440
751,No tiene datos,No tiene datos,Parviz Sabri,"Saadi Afshar, Ahmad Reza Asadi, Reza Azimi","The story of a trip of a number of children and their educators to the north of the country, where the children ask the educator to tell them a story along the way, and the educator tells the story of the grandmother and the squash.",No tiene datos,Naneh Noghli,tt14951478
752,7.7,No tiene datos,Vanessa Rousselot,Ayda QatanSharif KanaanaNidal Badarny,No tiene datos,55,(No) Laughing Matter,tt1496374
753,5.7,No tiene datos,Alex Pires,Art D'Alessandro,"A hard-working cupcake maker is inadvertently elected mayor of a small town burdened with debt. Uneducated, she relies on her street smarts to clean up the town.",86,Mayor Cupcake,tt1496798
754,6.9,No tiene datos,Seth Gordon,Michael Markowitz,"Tres amigos conspiran para matar a sus horribles jefes, quienes están impidiendo su felicidad.",98,Cómo acabar con tu jefe,tt1499658
755,4.6,No tiene datos,Jonathan Newman,Jonathan Newman,"A suburban couple decide to shake up their marriage by ""swinging"" with another couple.",85,Swinging with the Finkels,tt1502420
756,4.5,No tiene datos,Swapna Joshi,"Himesh Reshammiya, Subrat Sinha","On a break from his pushy girlfriend, a male falls for the sister of his employer.",122,Damadamm!,tt1503640
757,6.2,No tiene datos,Shaun Paul Costello,Derek Lindeman,"Booted is a comedy with heart about Will Kelinsky, a charming deadbeat who meets his inevitable fate when his car gets booted in downtown Philadelphia due to a vast sum of unpaid parking tickets. Now he's stranded with a backseat of spoiling groceries, a massive parking ticket, and a fed up girlfriend back at home. Doing what any reasonable man would do, Will converts... Leer todo",No tiene datos,Booted,tt1504353
758,5.8,No tiene datos,Henning Carlsen,Jean-Claude Carrière,"Un viejo periodista apodado El Sabio, decide celebrar su cumpleaños número 90, regalándose una noche de amor loco con una adolescente virgen.",90,Memoria de mis putas tristes,tt1504019
759,5.3,50,Carter Ferguson,"Debbie May, James Mc, Creadie","Set in the cosmopolitan city of Glasgow, with a vibrant soundtrack of local music, Fast Romance follows the interweaving stories of seven very different people who go looking for love and end up getting more than they bargained for.",97,Fast Romance,tt1504385
760,8.6,No tiene datos,TheWorldFamous Ike,"The, World, Famous Ike",No tiene argumento,102,Soap on a Rope,tt1505411
761,7.2,No tiene datos,Aki Kaurismäki,Aki Kaurismäki,Un joven africano llega al puerto de El Havre en un carguero. Un limpiador de zapatos entrado en años lo acoge en su hogar.,93,El Havre,tt1508675
762,No tiene datos,No tiene datos,Susan Romero,"Joe Berry, Yordi Echeverria, Susan Romero","Most 14-year-old boys are either sporting it up outside or mastering video games. Chuy, however, is a sheltered, well-behaved Mexican-American boy embarking on his solo collegiate experience. A typically boring afternoon at CCU becomes anything but, when Chuy succumbs to pressure. He joins Team MGM (Mentally Gifted Minors) in the ever intense, prestigious campus-wide ... Leer todo",97,Spot Check,tt1508962
763,6.6,62,Brian Crano,Brian Crano,"Ben and Alan, two misfit best friends incapable of growing up, find direction for their lives by taking in an abandoned child and creating the family they've always needed.",85,A Bag of Hammers,tt1509787
764,7.0,58,William J. Saunders,William J. Saunders,"Bess, a lonely, trailer park teen, steals a car and makes a desperate journey from Kansas to Vegas in search of a father she never knew. Her trip takes her deep into the seedy underbelly of America where she encounters an array of lost-souls, deadbeats and con men, and learns that family can be found in the oddest of places.",81,Sweet Little Lies,tt1510987
765,4.2,7,Valerie Weiss,Valerie Weiss,"Unable to give her boyfriend Ben (Reid Scott) a firm yes when he asks her to marry him, Sam (Miranda Kent) sets off on a series of dating adventures to find empirical proof that Ben is ""the one"".",91,Losing Control,tt1511425
766,6.2,No tiene datos,Jill Sprecher,Jill Sprecher,La vida de un vendedor de seguros se desintegra rápidamente cuando se une a un psicópata para robar un violín raro en la casa de un granjero solitario.,93,Timo bajo cero,tt1512240
767,5.3,50,Raaghav Dar,Raaghav Dar,"Twenty-something Michael Pinto has grown up in a small Goan village, believing everyone in the world to be simple, kind and honest, just like him. His world revolves around a doting mother, a passion for music and the memories of a childhood friend, Sameer, who left Goa for Mumbai many years ago and hasn't replied to his frequent letters ever since. Pinto's talent for... Leer todo",100,My Friend Pinto,tt1512220
768,No tiene datos,No tiene datos,Rumbi Katedza,Rumbi Katedza,"When Nyarai finds out that her cousin Nonto is getting married, she and her friend Maxi, are set into a frenzy at the thought that their time to find 'Mr. Right' may be running out. Nyarai endeavors to find out whether or not it is possible to find a man as strong and dependable as the mythical traditional warrior. Although she is a top executive with a leading advert... Leer todo",78,Playing Warriors,tt15122780
769,4.6,No tiene datos,Devi Snively,Devi Snively,"Three couples go to a remote cabin in the woods and, lo and behold, bad things happen.",88,Trippin',tt1516595
770,5.6,81,Tommy Stovall,Tommy Stovall,Visitors to the mystical town of Sedona encounter eccentric characters and a series of calamities that lead them to unexpected miracles.,90,Sedona,tt1516577
771,3.5,No tiene datos,Robert Rodriguez,Robert Rodriguez,"Una espía retirada es llamada de nuevo a la acción, y para establecer un vínculo con sus nuevos hijastros, los invita a participar en la aventura para impedir que el malvado El Relojero se apodere del mundo.",89,Spy Kids 4: Todo el tiempo del mundo,tt1517489
772,5.3,18,James Hacking,James Hacking,"Rob Haley (Dougray Scott), an up-and-coming chef and restaurateur in London, is grief-stricken when he loses his wife. With encouragement from his infamous friend and real life TV Chef Gordon Ramsay, Rob decides to spice up his life by turning a run-down country pub into a gourmet restaurant. His food catches the eye - and taste buds - of beautiful American food criti... Leer todo",93,Love's Kitchen,tt1519663
773,8.5,No tiene datos,Diep Bui,Vicky Shen,"LEA, a young Chinese-American woman, once disowned by her immigrant mother and now struggling to make peace, goes through a painful, sometimes comedic, journey that has her teetering between a breakdown and breakthrough.",95,Adultolescence,tt1521655
774,No tiene datos,No tiene datos,Dirk De Jonge,Adriaan Van den Hoof,No tiene datos,No tiene datos,Doortocht,tt15223242
775,6.6,No tiene datos,Fernando Mieles,Fernando Mieles,"In an unknown first world airport the arrival of an ecuadorian flight is heard. The 'members of the European Union' passby migration, while the 'others', in the other line, wait. In the middle of the claims, a group of ecuadorians is arrested. They are taken to the Room, where they wait to be deported. Seems like everyone hides something, like PROMETEO the youn magici... Leer todo",112,Prometeo Deportado,tt1522250
776,7.4,No tiene datos,Victor Goss,Victor Goss,Woman channels end of the world message ending up on network news. Will she shun truth seekers and nut cases that show up at her door or will she let them in to turn her dysfunctional family inside out for the whole world to see?,99,Apocalypse According to Doris,tt1522841
777,8.5,No tiene datos,Hunter G. Williams,"Hunter G. Williams, Scott Michael Campbell, Jeff Stearns",A feature film made up of comedic shorts.,100,Tomorrow's End,tt1523972
778,3.7,No tiene datos,Andrew Black,"Anne K. Black, Jason Faller, Kynan Griffin","When marauding orcs invade a US National Park, our collective fates lie in the hands of Ranger Cal Robertson and his side-kick, Volunteer Cadet Hobie, who must stop the wave of destruction before the whole world is overrun.",78,Orcs!,tt1524134
779,9.3,No tiene datos,Alexis Ostrander,Erika BoganAna CalvoMichelle Colvard,No tiene datos,78,Defining Beauty: Ms. Wheelchair America,tt1525571
780,5.7,No tiene datos,John O'Leary,John O'Leary,"'In the porn business a lot of people say they're geniuses or they're auteurs. Calvin, he's the real deal. Calvin is really a genius!' - Ron Jeremy 'Calvin's Dream' tells the hilarious exploits of fictional pornographic filmmaker Calvin MacIntosh (aka Calvin Delicious) as he endeavors to make 'the Gospel According to Calvin', which he intends to be the world's first A... Leer todo",75,Calvin's Dream,tt1528278
781,7.8,No tiene datos,Shawn Bannon,Alix BannonShawn Bannon,No tiene datos,90,Brainwashed Love,tt1528274
782,6.0,No tiene datos,Leander Haußmann,"Leander Haußmann, Uwe Timm, Volker Einrauch","In 1938 Hans Zeisig, an apolitical comedian, impersonator and cabaret actor, flees with a Russian passport (instead of American, which he would have preferred) from Nazi-Berlin, and finds himself in the legendary Hotel Lux, the 'lost paradise' of the Comintern, in Moscow. Everyone believes that Zeisig is a man named Hansen, Hitler's personal astrologer. But Zeisig qui... Leer todo",102,Hotel Lux,tt1529559
783,4.5,18,P.J. Pettiette,"Matt Cunningham, P.J. Pettiette",Una mujer escapa de su secuestrador y ahora él se convierte en su presa.,92,Julia X,tt1533058
784,6.3,56,Nick Hamm,Dick Clement,Two brothers attempt to become global rock stars but can only look on as old school friends U2 become the biggest band in the world.,114,Killing Bono,tt1535101
785,4.0,No tiene datos,Ana Zins,Sheryl Umayam,"On Christmas weekend in a quaint Texas hotel, Joe Bingham runs into the love of his life, Amy Walker, the one that got away; she's home for the holidays. The kick is, it's on the eve of Joe's white-winter-wedding nuptials to Daisy Spur--he's settling for the girl next door. Joe has one night to find out if there's any chance at all that he can reunite with Amy.",95,Head Over Spurs in Love,tt1535100
786,4.7,0,Allie Dvorin,Allie Dvorin,"A chance meeting between two strangers leads the unlikely pair to become roommates. Despite their differences, the two eventually realize that they have spent all their lives waiting for each other.",93,A Novel Romance,tt1535102
787,4.6,13,Nayan Padrai,Ralph Stein,"An Indian-American guy surprises his family when he announces his desire for an arranged marriage with an Indian woman, though his affection for a longtime American friend complicates his plan.",93,When Harry Tries to Marry,tt1535110
788,6.1,No tiene datos,Giambattista Avellino,"Fabio Bonifacci, Giambattista Avellino","Three former school friends meet after twenty years and realize that they pursued a common enemy: the recommended. Max (Argentero Luke) is a reporter for talent in a local newspaper that was forced to round to write the most unlikely of magazines, came a step away from much needed employment is undermined by the daughter of a famous writer. Irma (Paola Cortellesi), de... Leer todo",95,C'è chi dice no,tt1535429
789,6.3,63,Brady Kiernan,Nat Bennett,Former high school classmates reunite by chance during a chaotic party-filled evening.,85,Stuck Between Stations,tt1536440
790,6.3,No tiene datos,Martin Viaggio,Martin Viaggio,"A question, or not. You are in the street, something bad happens, someone calls an ambulance and the doctor ask you who to call. It is a question, but also an assertion when we talk about the intensity that link us or not to some people like lover, parents, children, and even the ones we loved but not anymore.",84,A quién llamarías?,tt1537173
791,7.0,No tiene datos,Kenneth Price,Jonathan Guggenheim,"Godspeed, and welcome to Americatown.",77,Americatown,tt1537382
792,No tiene datos,No tiene datos,Sean Gillane,Sean Gillane,No tiene datos,85,The Annual,tt1537909
793,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,72,The South Side Chapter,tt1540064
794,3.9,No tiene datos,Sam Auster,Sam Auster,"Joe believed in right and wrong until... His job outsourced to India. His teaser rate spiked. His wife bailed. But Joe has a plan...to get it all back, and more. Joe returns home, to the last place on planet Earth where real men can be found...Chicago. Joe's Uncle Dominic is ""connected"". Joe wants in...to The Mob, or ""The Outfit"", as it is called in Chicago. And he'll... Leer todo",95,The Return of Joe Rich,tt1540014
795,7.3,No tiene datos,John Michael McDonagh,"John Michael Mc, Donagh",Un policía irlandés nada ortodoxo con una personalidad dada al enfrentamiento es asignado como compañero de un estirado agente del FBI para investigar una trama internacional de tráfico de drogas.,96,El irlandés,tt1540133
796,4.4,No tiene datos,Josh Cole,Josh Cole,"Two redneck trailer trash heroes, Jimmy and Cheese, live small but dream hard. One fateful night they find themselves entangled in a web of criminal hi-jinks when they steal local crime boss Fat Bert's ring from an area pawnshop. Two henchman, Duke and Carl, are quickly dispatched to remedy this felonious boondoggle, but only if they don't kill each other first. Comed... Leer todo",80,Hold on Loosely,tt1540418
797,5.7,33,George Mihalka,"Josh Mac, Donald",A rebellious teenage girl wrestles with the true nature of miracles when her father begins to believe in a religious hoax which she has secretly created.,98,"Faith, Fraud, & Minimum Wage",tt1540404
798,No tiene datos,No tiene datos,Daniyar Kumisbayev,Moldir AuelbekovaZhanar DugalovaBayan Esentaeva,No tiene datos,98,The Cocktail for a Star 2,tt15415654
799,6.3,No tiene datos,Rob Minkoff,Jon Lucas,Un hombre atrapado en medio de dos robos simultáneos en el mismo banco intenta desesperadamente proteger a la cajera de la que está secretamente enamorado.,87,Atraco por duplicado,tt1541160
800,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,62,Yoko/Schmono,tt1542046
801,3.7,No tiene datos,Michael Kang,Kimberly-Rose Wolter,"After Lily rejects her boyfriend's marriage proposal, she returns home to Hawaii where she must help out with her mother's weddingplanning business.",77,Enlaces y compañía,tt1542484
802,4.0,No tiene datos,Gernot Roll,"Tom Gerhardt, Franz Krause",Tommie and Mario are on the prowl again. But this time not through the alcohol haze of Cologne Kalk or the Ballermann Club on Mallorca but through the German underworld.,85,Die Superbullen - Sie kennen keine Gnade,tt1543252
803,7.8,No tiene datos,Emmy,Chapo Barnett,"Spoonfed Reality investigates the perspectives of two mystical drifters as they look for answers in these seemingly apocalyptic, dangerous and uncertain times. Munky, a former street kid, who often slept in the dark tunnels that maze under his city, candidly shares stories from his past; he recalls spending $1,800 a week on crack-cocaine, a crystal meth binge that kep... Leer todo",77,Spoonfed Reality,tt1543879
804,No tiene datos,No tiene datos,Pat Taggart,Kevin J. EstesPat Taggart,No tiene datos,No tiene datos,Action Figures,tt15444568
805,5.5,50,Trent Haaga,Adam Minarovich,"Lance Reed is forced by a psychotic stranger to confront his duplicitous past. Seeking retribution for a crime, the man forces Lance to reveal his inner most secrets by systematically removing his limbs.",98,Chop,tt1544578
806,4.5,No tiene datos,Steve Loff,Steve Loff,"A young couple want to get out of their desert town and head for L.A. Before leaving they search for Lefty, a local music producer who took all of their cash. Everything they do takes them further away from their goal.",80,Desert Rain,tt1545056
807,5.0,No tiene datos,Peter Dodd,Ole Lund Kirkegaard,"Life isn't easy for Victor, who not only has to face a world full of stern grown-ups but also the town bully Freddy Frogface. When Victor has the chance to perform in a talent show, Freddy comes up with a sinister plot to spoil his plans.",78,Orla Frøsnapper,tt1545319
808,5.5,No tiene datos,Terry George,Thomas Gallagher,"Un robo fallido en un mercado de pescado, lleva a la participación de la policía local y un gángster en busca de venganza.",89,Atraco en Belfast,tt1545328
809,3.3,No tiene datos,Gabriela Tagliavini,"Gabriela Tagliavini, James Canon",The women of a remote Latin American town are forced to pick up the pieces and remake their world when all the town's men are forcibly recruited by communist guerrillas.,87,¿Y dónde están los hombres?,tt1547090
810,4.3,No tiene datos,John Schultz,Kathy Waugh,"Judy Moody, una niña de tercer grado, se propone tener el verano más emocionante de su vida.",93,Judy Moody y su increíble verano,tt1547230
811,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,59,"Shakespeare, You Say?",tt1547993
812,5.7,No tiene datos,Philippe Guillard,Philippe Guillard,"To continue the family legacy of rugby players, Jo starts a rugby team for his son, Tom, who is bad at rugby.",97,Mi hijo y yo,tt1548603
813,6.0,No tiene datos,Emily Lou Wilbur,Gabriel Diani,"Un agente inmobiliario demasiado honesto, tiene que vender una casa encantada antes de que sus habitantes fantasmales arruinen su vida.",92,The Selling,tt1552214
814,5.8,64,Alison Bagnall,Olly Alexander,"Reeling from her husband's affair, Rose collides with a marooned teenager in a boarded-up Delaware beach town.",92,The Dish & the Spoon,tt1554414
815,5.4,No tiene datos,Hank Braxtan,Kris Black,Scathing satire on independent movie-making in Hollywood.,82,Blood Effects,tt1554549
816,6.0,73,Martin Donovan,Martin Donovan,"A playwright whose marriage and career are in a free fall has an explosive run-in with his former neighbor, a right-wing ex-con.",87,Collaborator,tt1555058
817,8.7,No tiene datos,Nick McGee,"Nick Mc, Gee","On a drug addled whim in Australia, American film producer Jerry Goldman employs Frank, a homeless car windscreen washer, as his associate producer.",100,Frank & Jerry,tt1554958
818,7.5,No tiene datos,Paul O. Gardner,Judas Falling,"To inherit her beloved Nan's house shy, timid and socially awkward insect enthusiast Bexley must marry her unemployed Kiwi boyfriend Kevin in less than a week. If you've ever organized a wedding you'll know just how hard it is. But throw in a hired hit-man, a body that won't stay in it's coffin, flat tyres, anal probes, sumo wrestlers, an ill conceived Hangi pit, a bu... Leer todo",96,Up the Aisle,tt1555153
819,5.1,38,Eric Balfour,Mali Elfman,"Five directors tackle five short stories that are all tied together in one sweet, dark, twisted, humorous film about what goes on behind the door of room 316. Each director was given a brief synopsis, eight rules to follow, and one day on set to create their film.",69,Do Not Disturb,tt1558249
820,No tiene datos,No tiene datos,Daniel Passaro,"Rich Orlow, Daniel Passaro, Ron Passaro","A seemingly simple story of a lazy, uneducated young man's quest to find his purpose in life through a series of high paying yet dubious jobs.",76,Reality Check: The Musical,tt1560709
821,5.2,No tiene datos,Saso Pavlovski,"Pavel Jech, Saso Milenkovski",A gang of small-time criminals dream of glamor like in an American movies and plan their biggest heist - the secret room of CIA.,86,Ova ne e amerikanski film,tt1562401
822,8.2,No tiene datos,Zoya Akhtar,Farhan Akhtar,Tres amigos deciden hacer realidad sus vacaciones de fantasía después de que uno de ellos se comprometa.,155,Zindagi Na Milegi Dobara,tt1562872
823,5.5,65,Marshall Cook,Marshall Cook,"After the sudden death of the head coach of a small Divison III football program, Athletic Director Roy Goodwyn hires ex-convict Rick Vice in a desperate attempt to get the Bluecocks' back to a winning season.",98,Division III: Football's Finest,tt1562849
824,3.5,No tiene datos,Craig Frank,Oliver Zahle,"In a future (2019) dystopian Denmark, the brothers Jensen and Jensen become bounty hunters.",90,Jensen & Jensen,tt1563776
825,6.4,No tiene datos,Dennis Dugan,Allan Loeb,"En un viaje de fin de semana a Hawái, un cirujano plástico convence a su leal asistente de que se haga pasar por su mujer, de la que se está divorciando, para esconder una mentira que le ha contado a su novia - que es mucho más joven.",117,Sígueme el rollo,tt1564367
826,9.0,No tiene datos,Alexis Guarneri,Alexis Guarneri,"After a rough breakup, Stewart goes on an adventure, arriving at an inexplicable crossroads between himself and the character he is portraying.",No tiene datos,Genau,tt1566589
827,No tiene datos,No tiene datos,Tatiana Babini,"Tatiana Babini, Paula Bares, Estefania Clotti",8 love stories. 8 short films. 8 directors.,No tiene datos,Amor Amor Amor: Capitulo Uno,tt15676160
828,6.3,78,Jack Perez,Ryan A. Levin,"Ken Boyd, a lonely man fresh out of the loony bin, who sets out to kill those he deems responsible for his miserable life.",97,Some Guy Who Kills People,tt1568341
829,6.1,22,Michael Corrente,Peter Facinelli,"A young pickpocket in the New York subways, living a fast, free, lifestyle is confronted by a woman with whom he had a one night affair.",89,Loosies,tt1568337
830,7.4,79,Glenn Ficarra,Dan Fogelman,"La vida de un marido de mediana edad cambia radicalmente cuando su mujer le pide el divorcio. Busca redescubrir su hombría con la ayuda de un nuevo amigo, Jacob, aprendiendo a ligar en los bares.",118,"Crazy, Stupid, Love.",tt1570728
831,4.5,30,Ash Christian,Ash Christian,"Mangus Spedgwick has had one dream his whole life... He wants to be Jesus - in his high schools annual production of ""Jesus Christ Superstar.",88,Mangus!,tt1571406
832,4.1,16,Warren P. Sonoda,Marguerite Pigott,"Two people attempt to get into a relationship, while exiting the multiple relationships they were each managing through their Blackberries before they met.",95,Textuality,tt1573483
833,6.3,No tiene datos,Pablo Solarz,Pablo Solarz,"A script writer has an idea for a movie related to what he is actually living: his girlfriend just dumped him, his mother is driving him mad and he starts dating someone who is really dumb. A great comedy with outstanding performances.",101,Juntos para siempre,tt1576405
834,6.1,No tiene datos,Ineke Houtman,Sjoerd Kuyper,"To find her father in Suriname, Grace is forced to take some desperate measures. Grace, the only Black child of an all-white family, is desperate to find out everything about her Suriname father. Grandpa can help her, but his memory gets worse every day since his wife's death. When the family decide to put Grandpa in a retirement home, he and Grace decide to use his s... Leer todo",90,Mijn opa de bankrover,tt1576433
835,No tiene datos,No tiene datos,Patrick Rodio,Patrick Rodio,Anthony falls for a Gangster's daughter but finds that marriage and working for the Mob go hand and hand.,No tiene datos,Goombah,tt1579234
836,5.9,No tiene datos,Marcos Paulo,"Rene Belmonte, Lucio Manfredi, Tais Moreno",La película Asalto al Banco Central es una obra de ficción inspirada en el mayor robo bancario del siglo. Que van desde la preparación de la banda detrás de las escenas a la investigación de la policía federal.,101,Assalto ao Banco Central,tt1579223
837,5.3,No tiene datos,Ron Howard,Allan Loeb,Un hombre descubre que la esposa de su mejor amigo tiene una aventura.,111,¡Qué dilema!,tt1578275
838,5.8,100,Keith Wright,Keith Wright,"Harold is suffering from a frightening new disease that is turning him into a zombie. After an experimental new treatment fails, Harold's condition deteriorates and he ends up on the run from a group of violent vigilantes who are out for blood.",77,Harold's Going Stiff,tt1579235
839,8.4,No tiene datos,No tiene datos,No tiene datos,No tiene datos,108,99 Percent Sure,tt1582358
840,3.8,56,Derek Estlin Purvis,Christy Scott Cashman,"A comedy about a woman who saves her chicken farm and her family by agreeing to be the subject of a ""reality show"" with a celebrity Hollywood weight loss expert. Both women change and discover the true meaning of success.",78,Sunny Side Up,tt1582268
841,6.1,No tiene datos,Tom Hanks,Tom Hanks,"Después de perder su trabajo, un hombre de mediana edad se reinventa a sí mismo para volver a la universidad.",98,"Larry Crowne, nunca es tarde",tt1583420
842,3.3,No tiene datos,Ricky Grover,Maria Grover,"After serving sixteen years at her majesty's pleasure Bulla is out on the streets again, but things start to go wrong from the moment he steps out when he finds out he's lost everything on the outside world.",91,Bulla... Big Fat Gypsy Gangster,tt1582196
843,5.4,No tiene datos,Thomas Smith,Thomas Smith,"What if you could live forever? What if you had to spend that eternity stuck in a cemetery with only a limbless corpse for a friend, and cantankerous ""residents"" that were anything but resting in peace?",123,The Night Shift,tt1584937
844,5.5,No tiene datos,Christian Ditter,"Christian Ditter, Runer Jonsson, Neil Ennever","Cuando secuestran a su padre, Vicky se ve obligado a asumir el poder en la aldea. Tendrá que conducir a sus hombres para rescatar a su padre, usando su astucia y sus brillantes ideas.",96,Vicky el vikingo y el martillo de Thor,tt1584941
845,6.6,No tiene datos,Max Weissberg,Max Weissberg,Two actresses are unknowingly cast for the same part in a film.,90,Summertime,tt1585660
846,5.6,No tiene datos,Yvonne Deutschman,Ann Cameron,"Three women reunite to get their lives back on track in this feel-good comedy set in Belsize Park, England.",94,The Power of Three,tt1588409
847,4.3,13,Carl Medland,Carl Medland,"This is a highly romantic tale of love and tragedy, of suspense and action, of hot and steamy activity.",85,The Cost of Love,tt1587427
848,7.0,No tiene datos,Mike Closson,Kristina Wong,"After playing sold out houses from Alaska to Los Angeles to New York City, to Yale, Kristina Wong's unforgettable one woman tour de force performance of ""Wong Flew Over the Cuckoo's Nest"" is finally captured in her first ever concert film through the thoughtful direction of Michael Closson. In this hilarious and whip-smart performance, Kristina takes a surprisingly ra... Leer todo",90,Wong Flew Over the Cuckoo's Nest,tt1587387
849,8.0,No tiene datos,Michaela von Schweinitz,Karen Aschenbach,Living the life of a Punk Rock Star Sabrina has plenty of opportunities to 'do the wrong thing' on her quest for Mr. Right.,61,Love Songs of a Third Grade Teacher,tt1587212
850,6.4,No tiene datos,Jay Duplass,Jay Duplass,"Dispatched from his basement room on an errand for his widowed mother, slacker Jeff might discover his destiny (finally) when he spends the day with his unhappily married brother as he tracks his possibly adulterous wife.",83,Jeff y los suyos,tt1588334
851,No tiene datos,No tiene datos,Stephen Deleon,Stephen Deleon,Mike returns to his hometown and falls hard for a bartender named Maggie. Relationships are strained when Maggie falls for Mike's best friend Steve.,93,Bar Room Hero,tt1590808
852,4.7,0,Franco di Chiera,"Frank Lotito, Matteo Bruno, Joe Accurso","An Italian man's experience of life, romance and trying to move out of his mother's house to establish his independence.",98,Big Mamma's Boy,tt1590960
853,No tiene datos,No tiene datos,Robin Mountjoy,Robin Mountjoy,"Your moving and everything you own has just been towed away by a greedy tow truck driver, now you're down to your last silver dollar and rent is due, on top of that your landlady is insane... welcome to NY.",75,Shower Frown,tt1591086
854,8.4,No tiene datos,Ernie Minera,"Ernie Minera, Frank Minera","Born into a life of hardship and no-luck, college student, Miller Stroker thinks God forgot about him. Meanwhile in Heaven ... it's true. Two angels come across a misplaced file and bring it to God's attention. After realizing the mistake, God sends the angels to help restore the luck to which he's entitled. In the end it is revealed that God never really forgets anyo... Leer todo",No tiene datos,Forgotten Soul,tt1590030
855,6.6,No tiene datos,Daniel Sánchez Arévalo,Daniel Sánchez Arévalo,Tres primos viajan al pueblo en que pasaron todas sus vacaciones de verano en la infancia.,98,Primos,tt1592521
856,6.5,79,Sarah Polley,Sarah Polley,Una mujer felizmente casada se enamora del artista que vive al otro lado de la calle.,116,Take This Waltz,tt1592281
857,6.9,No tiene datos,Arturo Pons,Arturo Pons,"A Mexican boy bound for Chicago tries to cross the border, but is the crowded wagon he rides in going the right way? An offbeat, allegorical odyssey that blends absurd humor with pastoral imagery. A young man and a dead man journey north through a subtly surreal desert landscape, picking up a wagonful of odd characters as they go in this darkly humorous satire of cont... Leer todo",111,La brújula la lleva el muerto,tt1593714
858,5.9,No tiene datos,Hiroshi Shinagawa,Hiroshi Shinagawa,"Tobio Kurosawa (Ryuta Sato), who has been part of a manzai (stand up comedy) duo for ten years, finds himself in trouble after his partner Tamotsu Ishii (Yuji Ayabe) quits due to their declining popularity and mounting debts. Tobio then attempts to drink his problems away, but the next morning finds himself l.",No tiene datos,Manzai gyangu,tt1591638
859,4.0,No tiene datos,Riley Wood,Riley Wood,"A group of nine friends decide to spend Labor Day in the desert town of Victorville. Meanwhile, for the first time in it's less than illustrious history, Victorville finds itself terrorized by an uncatchable serial killer. Unknowingly, the nine friends are about to embark on a haunting journey in a night full of heart pounding terror where dirty secrets within the gro... Leer todo",90,The Victorville Massacre,tt1595025
860,7.5,No tiene datos,David E. Hall,"David E. Hall, Christopher Panneck",A rural frozen food delivery man is mistaken for someone else and ends up in the middle of an ancient feud between two Norwegian Mafia Families.,86,The Lutefisk Wars,tt1595379
861,5.6,No tiene datos,Garry Marshall,Katherine Fugate,Las vidas de varias parejas y solteros en la ciudad de Nueva York se entrecruzan en el transcurso de la Nochevieja.,118,Noche de fin de año,tt1598822
862,6.9,No tiene datos,Tim Greene,Tim Greene,"Forced to spend the night at a creepy old holiday resort, two wannabe gangsters run into trouble when, unpacking the car, their box of cash splits open, spilling a million bucks in eye-catching bundles all over the driveway.",112,Skeem,tt1598609
863,6.2,67,Casper Andreas,Casper Andreas,A fresh face comes to Hollywood to act in movies but only the gay porn studios are eager to provide him with work.,104,Going Down in LA-LA Land,tt1599296
864,5.3,No tiene datos,Brian Brough,Jennifer Jan,"Dos hermanas se ven obligadas a abrirse camino en el mundo después de que su padre sea encarcelado. Elinor es limpiadora en un balneario. Marianne trabaja para una empresa de marketing, pero también fabrica lociones perfumadas.",90,Aroma y sensibilidad,tt1600438
865,5.4,No tiene datos,Joe Nussbaum,Katie Wech,El baile de graduación se acerca y las historias entrecruzadas del instituto están a punto de alcanzar su punto culminante. Algunas relaciones acabarán y otras empezarán.,104,Fin de curso,tt1604171
866,7.6,93,Woody Allen,Woody Allen,"Un escritor nostálgico, de viaje en París con la familia de su prometida, viaja a los años 20 cada día a medianoche.",94,Midnight in Paris,tt1605783
867,6.6,No tiene datos,Andi Rogenhagen,Andi Rogenhagen,"""Ein Tick anders"" tells the story of the 17 year old Eva who suffers of Tourette Syndrom. She tries to find a way to avoid to have move from the countryside to Berlin with her parents as she fears the life of a big city. It's a very humorous film with strange characters and a great song (Arschlicht = butt light).",86,Ein Tick anders,tt1605735
868,5.4,No tiene datos,Ville Jankeri,"Ville Jankeri, Mikko Rimminen",Three outcast young men get increasingly drunk when they wander around on a hot summer day trying to find something to do.,80,Pussikaljaelokuva,tt1606657
869,5.4,No tiene datos,Raimo O. Niemi,"Tuija Lehtinen, Juuli Niemi",An upper class teenager leaves his predetermined life to start a new one in a small town.,100,Roskisprinssi,tt1606385
870,6.3,No tiene datos,Bala,Bala,A zamindar takes an affinity to two extremely playful half-brothers who openly con people for a living. But a local animal smuggler steps in to disrupt the harmony in the lives of the zamindar and his adopted family.,127,Avan Ivan,tt1606376
