,0,1,2,3,4,5
1237,6.2,Sandrine Béchade,Sandrine Béchade,Bea and Zoe are lost in the forest when Zoe decides to go for help. She leaves Bea alone and hurt in this wood that does not inspire confidence. The girl will face a sneaky threat.,11,Biche et Louve (Doe & She-wolf)
1238,No tiene datos,Jim Morrison IV,Cynthia Crofoot,"On the worst night of her life, a woman fights to save herself.",9,Obdurate
1239,No tiene datos,Braydon Leadbetter,"Justin Alanach, Braydon Leadbetter","A struggling new drug addict, Dillon, has cut ties with his Aunt Claire, who became his guardian after the death of his mother. She struggles to keep her feet on the ground due to Dillon's mistakes, which tears their entire family apart.",No tiene datos,Goner
1240,No tiene datos,Clarence Williams IV,"Kent Davis, Clarence Williams IV",A mild-mannered man quietly suffers in a relationship tainted by jealousy and insecurity.,No tiene datos,His Pain
1241,No tiene datos,Ashley Tabatabai,"Christy Meyer, Scott Michael Wagstaff","A wife on her last leg comes home to her husband, who is seemingly down on his luck - without her wedding ring.",3,Broken
1242,No tiene datos,Ravi Steve,"Sergio Di Zio, Colin Glazer, Juno Rinaldi",Two brothers attempt to hire a hitman to euthanize their sick mother.,7,You Hired a Hitman
1243,No tiene datos,Benjamin Howard,Benjamin Howard,No tiene datos,No tiene datos,Immersion
1244,No tiene datos,Criss Gidas,Criss Gidas,"In Georgia, an up-and-coming figure skater's career is put in jeopardy.",22,Wireless
1245,7.4,Mats Adler,"Mats Adler, Kjell Åhlund","After a long nights work, Maria comes home to find her daughter and the daughter's friend all covered in blood.",12,Q&A
1246,No tiene datos,Alastair Railton,Simon Crudgington,"Having left early in the morning, Chris pulls up on a deserted road, gun in hand. He sets his eye on the prize. Luckily, someone unknown to him has his best interests at heart. Solitude is only temporary.",No tiene datos,Unknown Caller
1247,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos
1248,No tiene datos,A.W. Stevenson,"Patrick Meegan, A.W. Stevenson",No tiene argumento,No tiene datos,Cut-Throat
1249,No tiene datos,Alexandra Torterotot,Sylvain Aubert-Garmendia,An immigrant mother and daughter's perfect day at the beach takes a drastic turn when they are pulled over for a broken tail light.,12,The Mermaid's Journey
1250,No tiene datos,Roy Assaf,"Roy Assaf, Noa Mordovitch, Tali Regev",Demagogy is a short film (one shot) about the demagogy of our leaders... 10 minutes. DCP,10,Demagogy
1251,No tiene datos,David Beier,David Beier,"When the US government cancels her protect status, a young Syrian refugee becomes fearful that she may be deported and embarks on a quest to escape into a magical world inspired by the mythology of her homeland.",16,The Hidden Ones
1252,9.9,Ioannis Makro,Ioannis Makro,"An 11-year-old kid with two countries origin who faces violence in both of them when he attempts to play with his peers, decides to write a letter to Liverpool F.C., asking to play for them!",17,The Outcast Kid
1253,No tiene datos,Eva Zheng,Eva Zheng,"A retired Chinese musician makes efforts to reconnect with his American-born grandson, who is out of touch with his heritage, all while the clock ticks closer to the expiration of the grandfather's visa.",23,Descendants of String
1254,No tiene datos,Michele Sammarco,Michele Sammarco,In an attempt to heal his donkey Antonio asks to the young priest to go to his home to bless the animal. After his refusal the housekeeper urge him to start a journey to seek Saint Anthony Abbot's intercession.,41,Il monte interiore
1255,No tiene datos,Sarmistha Maiti,Sarmistha MaitiRajdeep Paul,No tiene datos,30,Kayantar (Metamorphosis)
1256,No tiene datos,Kerry Russell,Kerry Russell,"After losing her virginity to a gigolo, a middle-aged woman seeks a deeper connection and meaning from her brief encounter.",10,Fixxxed
1257,No tiene datos,Isobel Drane,Isobel Drane,"After undergoing a devastating divorce, and sinking further and further into alcoholism and depression, Henry must fight for his health and the right to see his son. As he dives deeper and deeper into his web of depression, he soon realises that he can't recover on his own.",24,Reconnection
1258,No tiene datos,Sara Bess,Sara Bess,"A decade after the overdose and death of her sister, Blaire is jolted when former band mate turned famous rock star shows up unannounced with secrets from the past.",10,Life Binder
1259,8.8,Miles Levin,Miles Levin,"Desperate to feel normal, a boy with epilepsy goes to prom knowing the lights will make him have a seizure.",11,Under the Lights
1260,7.8,Karsten de Vreugd,Karsten de Vreugd,"When Mara hastily enters her yoga class she desperately tries to find her zen, only to find out her zen is at the end of letting out all her frustrations first.",12,Downward Facing Dogs
1261,No tiene datos,Carlos Ignacio Trioni Bellone,Carlos Ignacio Trioni Bellone,"Bernado, a 9 year-old boy, lives in the mountains with his family. One day, he meets a little girl. Then together, they discover a secret in a nearby forest.",19,La vertiente
1262,No tiene datos,Monica Edelhoff,Sheila Jaye,"Jane and Marlow, two cousins reconnecting after Marlow revealed a nasty family secret, 8 years prior involving Jane and her older brother.",No tiene datos,Jane and Marlow
1263,6.4,Ashkan Mehri,Ashkan Mehri,"This is the story of a day in the life of Mani, a 12 year old boy, who is in love with his family's personal driver, whom he finds out is having a secret affair with his mother.",16,Mani
1264,No tiene datos,Alexandre Bilardo,Alexandre Bilardo,The fragments of a woman's life that is reborn after being consumed in the flames.,4,Phoenix
1265,No tiene datos,Dhriti Borah,"Oliver Fredin, Sassan Saffari",A short film about how innocent people become victims of drinking and driving.,No tiene datos,The Gift
1266,8.7,Keith D. Bracker,Cherry Fu,"My body . his drugs ,his lies , is all from the person I love , I feel like dying everyday .",14,The Formerly Session
1267,No tiene datos,Will Hunter Thomas,David Jon Banks,When two Mormon Missionaries accidentally kill a potential convert they have to prove how dedicated they are to the Lord.,19,Killer Missionaries
1268,No tiene datos,Melanie M. Jones,Justin Anthony,"In the aftermath of a onesie-themed party, a still-drunk Sloane makes a horrible discovery: her brother Tyler's dead body. That's not the worst of it - when Tyler's ghost appears with a macabre final request, Sloane struggles to deal with both Tyler's heckling and her growing hangover while coming to terms with his unexpected death.",10,Death of the Party
1269,No tiene datos,Yusif Jafarov,Yusif Jafarov,"A lonely young man meets a pretty girl on Facebook and falls in love, but he doesn't know that he is just a part of the secret experiment.",No tiene datos,Binary Love
1270,No tiene datos,Jacqueline Pelczar,Tina Fielding,"A 30-something-year-old Down syndrome woman leaves her past behind, and runs away from a small country town. Along her journey, she makes an unlikely friendship, teaching us all not to be afraid to celebrate who we are.",15,Sparkles
1271,No tiene datos,Fernando Gutierrez Estudillo,Fernando Gutierrez Estudillo,Two friends experience the last day of high school before one goes to live in New York.,10,Hasta cuando
1272,No tiene datos,Anthony Bradford,Anthony Bradford,A man with social anxiety attempts to order pizza over the phone at the risk of having a nervous breakdown.,10,Call Waiting
1273,No tiene datos,Karla Hart,Karla Hart,No tiene datos,15,Tooly
1274,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos
1275,No tiene datos,Armando Valdes-Kennedy,Armando Valdes-Kennedy,No tiene datos,No tiene datos,A-N-D-R-E-A
1276,No tiene datos,Nicole Rinaldi,Nicole Rinaldi,"A man, in the wake of his wife's depression diagnosis, has to accept motherhood to truly be a father for his daughter.",22,When the Wolf Comes Home
1277,No tiene datos,Trent Bruce,Taylor Sade,"A single, depressed man who works from home copes with the death of his dog while neglecting a deadline at his job and any communication with the outside world.",23,Telecommuter
1278,No tiene datos,Aleksei Borovikov,Aleksei Borovikov,Helen feels overwhelmed with painful memories about her unsuccessful motherhood and decides to sell the house and move away despite the entreaties of others.,9,Home
1279,No tiene datos,Rachel Irene Wilke,Rachel Irene Wilke,"Isolated in an unforgiving landscape, an expecting mother navigates the abusive relationship with her husband in the pursuit of a spiritual freedom just beyond her reach.",21,The Most Beautiful.
1280,No tiene datos,Pearl Gluck,"Pearl Gluck, Deborah Kahan Kolb","Write Me, a poetry film, follows an older woman who joins other survivors in reclaiming the histories tattooed on their bodies. The film is adapted from and driven by an award-winning poem, ""After Auschwitz,"" written by Deborah Kahan Kolb.",8,Write Me
1281,No tiene datos,Rick Kumazawa,Rikiya Takano,"Saki and James starts their ""loveless"" marriage in order for Saki to obtain a green card. The distance between the two becomes close at the event of James's father passing. The two seems to really connect but one day James over hears Saki talking to her friend that this relationship is purely for obtaining a green card and that there is no love in between, which Saki ... Leer todo",No tiene datos,My Eyes on You
1282,No tiene datos,David M. Watson,David M. Watson,No tiene datos,No tiene datos,The Pictures
1283,7.1,Alfonso Díaz,Alfonso Díaz,No tiene argumento,No tiene datos,Acto reflejo
1284,No tiene datos,Paul Daisuke Goodman,Paul Daisuke Goodman,A retired pilot tries to ignore the monstrous space station that has fixed itself in orbit 300 miles above his homestead only to be stirred to action when a piece of it leaves a crater in his yard.,12,Leafer
1285,No tiene datos,Karynn Greene,Karynn Greene,"A coming of age story centered on the curious Indiyah as she navigates love and lust with the help of her closest friends, the distant guidance of her mother, and her infatuation with art.",40,Strings
1286,6.6,Rafael Thomaseto,"Rachel Ancelevicz, Rafael Thomaseto","The movie follows Fernando, a 16-year-old teenager from the conservative countryside of Sao Paulo as he decides to meet up with an online hook up after being mercilessly teased by his friends for being a virgin. Fernando hides his homosexuality from everyone and ends up meeting his date, an older man, in a remote area of the woods where they are both out of sight. The... Leer todo",14,Próprio
1287,No tiene datos,Jhanelle Elissa,Jhanelle Elissa,"An African American woman who feels like a glitch in society decides to speak up. When her outer bubbly persona is met with exhaustive complacency, she resorts to a tragic alternative with a smile. Stars Jhanelle Elissa, Rebecca Mellinger, and Victor Wang.",No tiene datos,Listen
1288,No tiene datos,Lucas Rowi,Lucas Rowi,"Jobless and living with her ex-boyfriend, Catalina lives her life one step at a time.",No tiene datos,Vacaciones involuntarias
1289,No tiene datos,Yelita Ali,Sophie Max,"During an ABE interview, a smart, well intentioned young police officer tries to help a lonely schoolgirl come to terms with her sexual assault at the hands of her teacher.",No tiene datos,The Whole Truth
1290,No tiene datos,Steven Mckenna,Steven Mckenna,"A black Comedy starring Luke Corcoran and Mark Coffey. Ger invites the new employee Chris over to his apartment one evening for a work party, but Ger's enthusiasm and intense nature start to become too much for Chris to handle.",22,The Work Party
1291,7.0,Livia Huang,Livia Huang,Two boys spend one last night together in Brooklyn.,9,Who Can Predict What Will Move You
1292,No tiene datos,Bobby DeJesus,"Bobby De, Jesus","A woman departs an abusive relationship, leaving behind one final, unforgettable, gift.",12,Dolores
1293,No tiene datos,Adrian Dean,Adrian Dean,"Jonathan's life is over, until a mysterious caller brings hope.",12,Jonathan Commits
1294,No tiene datos,Michael A. MacRae,"Dennis Ma, Gee Fallon, Joe Perruccio",Cole attends his own funeral to piece together the events that led to his unexpected death.,No tiene datos,Come Find Me
1295,7.9,Charles Xiuzhi Dong,Charles Xiuzhi Dong,"Marginalized by the school registration system, a mother tries to send her daughter to school at all costs.",15,After Class
1296,8.0,Nikola Stojkovic,Nikola Stojkovic,"Is anyone you know not a poser? To caustic tutor Roman, everyone's a poser giving lip service to causes without doing anything to advance them. But when forced to examine himself, will he pass his own set of rigorous standards, or will he be just another poser, too?",25,Poser
1297,8.3,Matthew Thorne,Matthew Thorne,"In the opal mining red dirt of Andamooka, South Australia; a son faces the memories of the mysterious disappearance of his father in a great flooding storm, while the same storm appears on his own horizon.",30,The Sand That Ate The Sea
1298,No tiene datos,Griffin Landis,Griffin Landis,No tiene datos,No tiene datos,Jeannie Becomes a Star
1299,No tiene datos,Paul Hurst,"Amanda Nicole, Erin Rehmann",No tiene argumento,No tiene datos,InSYDNe
1300,No tiene datos,Viktor Miletic,Viktor Miletic,"Sandra asks Hercules to watch her suitcase while she's away for a summer internship. Hercules accepts and believes that when she's back they will be together. That night, Nat, Hercule's best friend, meets a women in a bar. But she only has eyes for Hercules.",33,Nique Verlaine
1301,7.1,Francy Fabritz,Francy Fabritz,Two women are kidnapping a dubious right-wing politician by elegantly stealing his car with him caught in the boot. What seems like a supposedly harmless ride at first glance turns into a plan of revenge.,8,Revolvo
1302,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos
1303,No tiene datos,Terence Rivera,Janet Lopez,"Lives are destroyed, people have given up and others are stuck in-between, ultimately a family is in the middle of the addiction turmoil and a woman must make a decision to keep her family, but will she prevail?",No tiene datos,La Rosa Muerta
1304,No tiene datos,Emily Woodworth,"Emily Woodworth, Nathan Woodworth","Prison escapee Jackie confronts his sister Jill about their hidden loot, which she has buried somewhere in the forests of Oregon. Meanwhile, Tom P. Bellbottoms shoots a documentary about the inventor of the purse.",14,The Purse: A Dream in Two Acts
1305,6.8,Myriam Guimond,Myriam Guimond,"-Summer 1999. Four sisters have only one idea in mind: to act. From this sexual awakening, they become aware of the seductive power of their bodies, but especially of their painful universal solitude.",19,All about girls
1306,No tiene datos,Ace Hicks,Ace Hicks,"Grace and James, an indie punk rock duo from Canada have big plans for their upcoming album, but even bigger news is on the way.",10,Take Care of Me
1307,No tiene datos,Nelson Kim,Nelson Kim,"After an argument with her boyfriend, a woman vents to her therapist.",3,Therapy
1308,No tiene datos,Dominique Nieves,Dominique Nieves,"When you're as spontaneous and courageous as Vera, you have plenty of incredible stories to tell, but her most life-altering story proves the most difficult to believe.",5,If I Told You
1309,No tiene datos,Jamie Duneier,"Melissa Stephens, Tim Peper","Based on the director's Jewish mother's romantic relationship with a priest, OUR FATHER is a modern story of forbidden love. After her husband asks for a divorce, Darlene seeks solace from someone who can't give her what she needs most.",No tiene datos,Our Father
1310,No tiene datos,Diêm Camille,Diêm Camille,"Kenneth, a cool and calm accountant, is probing Lina regarding her personal life. Lina, a young woman, is sitting next to her former hero who stole her ""doll"". They are alone for the first time after 20 years, and today is the day when Lina finally asks the big question, ""why did he steal her doll?"". Why did Kenneth rape her? Lina confronts her rapist and things take ... Leer todo",6,Doll
1311,9.6,Chris Cashman,"Chris Cashman, Carlo Coppo, Christopher Lusti","An evening of stand-up comedy takes a not so funny turn, leaving the audience wondering what they just witnessed.",No tiene datos,Leave 'em Laughing
1312,No tiene datos,Moh Azima,Moh Azima,"A couple gets away for a special weekend but when things start to get a little spooky, the cracks in their relationship start to show.",10,HBDTM
1313,No tiene datos,Tamara Hansen,Tamara Hansen,A housewife struggles to move forward with her life after the tragic death of her daughter keeps her rooted in the past.,24,Windows To Nowhere
1314,No tiene datos,Matt Macedo,Matt Macedo,"After the passing of their only parental figure, two estranged brothers are forced to either overcome their individual differences or risk succumbing to them.",11,Our Oceans
1315,No tiene datos,Jan Fischer,Jan Fischer,"Jan has a great relationship and a big promotion is waiting for him at his job. Despite all this, his desire to cheat with another woman grows ever stronger.",No tiene datos,The Demon
1316,No tiene datos,Kevin McCloskey,"Kevin Mc, Closkey",No tiene argumento,No tiene datos,Show Me Yours
1317,No tiene datos,Daiva Zalnieriunas,Nina Gilmour,No tiene datos,13,Coucou
1318,9.2,Seayoon Jeong,"Seayoon Jeong, Sandra Philip","Francesca, tormented by her past for nearly forty years, finally breaks the silence to tell the truth about her past.",27,Breaking the Silence
1319,No tiene datos,Ashleigh Nichols,"Anastasia Washington, Ashleigh Nichols",No tiene argumento,No tiene datos,He Said She Said
1320,5.0,Denis Vilenkin,"Anna Slyu, Ivan Yankovskiy","The young butcher falls in love with a bookkeeper. However, some scary childhood memories associated with his parents are still haunting his new happiness.",23,Splendore
1321,No tiene datos,Yani Gellman,Yani Gellman,"A young mother is stolen away to the furthest corners of the galaxy and must escape an alien prison to return home and free her own child. ""Greetings, From the Planet Krog!"" is a visual poem that suggests our greatest exploration of the universe takes place within the human heart and mind.",6,"Greetings, From The Planet Krog!"
1322,No tiene datos,Laura Huberman,Laura HubermanManuela Martínez Morán,No tiene datos,15,Instructions for Adela
1323,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,The Dancer
1324,6.5,Miguel Faus,Miguel Faus,"In a mansion in the Costa Brava, a young domestic worker has to serve two rich kids while they enjoy their summer. Amongst cocktails, drugs and dishwashers, she will look for her own way to have fun.",15,Calladita
1325,No tiene datos,Dawn Walton,Leah Chillery,"1860s Sheffield, England. The famous Shakespearian actor Samuel Morgan Smith has just finished rehearsals and takes his daily walk through the City Centre and out into the Yorkshire countryside. As always he encounters many fans but something has changed and Samuel is about to play a role that is all too familiar for a Black Man then and now. This film is inspired by ... Leer todo",13,Samuel's Trousers
1326,No tiene datos,Adria Dawn,Adria Dawn,A young filmmaker searches for answers in the aftermath of a school shooting. Unsafe is the seventh of a series of short films made in collaboration with middle and high school aged children by husband/wife creative team David Tarleton and Adria Dawn. The team spent a lot of time with the young participants and were inspired by their stories in the process of developi... Leer todo,9,Unsafe
1327,No tiene datos,Eric Michael Kochmer,Eric Michael Kochmer,No tiene argumento,7,I've Said And Done Things That No-One Will Ever Remember Volume IV
1328,No tiene datos,Andrew Cornell,Nick Soto,"A dark, gritty noir about five vigilantes coming together after a botched operation.",15,The Five
1329,No tiene datos,Eric Michael Kochmer,Eric Michael Kochmer,No tiene argumento,6,I've Said And Done Things That No-One Will Ever Remember Volume V
1330,6.8,Jessica Petelle,"Zoe Robyn, Laura Vandervoort",A young woman tracks down an elderly man in order to make amends for the tragedy that devastated his life.,19,Age of Dysphoria
1331,No tiene datos,Jeremiah Nickols,Jeremiah Nickols,"Shortly after rekindling his relationship with an old flame, an internationally-renowned rugby player is outed.",14,The Nearing of Jordyn Simmons
1332,No tiene datos,Christopher Todd,"Patrick Palmer, Christopher Todd","On a normal morning when Paul starts to lose everything in his life, eventually something that matters will disappear.",8,For No One
1333,No tiene datos,Tyson Hunsaker,Tyson Hunsaker,A young man must overcome his fear of performing while auditioning for a professional piano recital.,5,The Watch
1334,No tiene datos,Tessa Hope Slovis,Tessa Hope Slovis,"Pizza Party is based on real events that occurred the night before the Larry Nassar trials began - At an anemic pizza party where innocence and the harsh realities of sexual abuse slam together, a group of survivors gain the courage to confront their assailant.",No tiene datos,Pizza Party
1335,No tiene datos,Cristina Boyd,Cristina Boyd,Alex comes face to face with her own fears and anxieties that manifest themselves within flashbacks to her past. Will she confront the voices or let them win?,No tiene datos,Fighting the Voices
1336,No tiene datos,Jorge De La Colina,Noé de la GarzaJose Francisco del Angel,No tiene datos,No tiene datos,Lacónico
1337,6.1,James Fitzgerald,James Fitzgerald,"When a child goes missing in a small town, a troubled fisherman is forced to confront the past that destroyed his family.",20,The Invisible Boy
1338,No tiene datos,Vlad Hanachiuc,Connor Lewis,No tiene datos,6,What Would I Be Without You?
1339,No tiene datos,Neal Kennedy,"Arthur J. Evans, Kael Lalonde","In the Face of Death, Art Matters More Then Ever.",40,Eyes Within You
1340,6.6,Marco Baldonado,"Marco Baldonado, Walter Woodman","Rosa Forlano, a 90 year old Nonna, falls in love with a robot while teaching it how to make spaghetti. Unfortunately, her family recipe is erased by a software update. Rosa is the real life Nonna of filmmaker Marco Baldonado. TOTO is an ode to her traditions but is also a warning signal about losing these traditions in times to come. TOTO is a bittersweet sci-fi story... Leer todo",13,Toto
1341,No tiene datos,Rachel Grissom,Rachel Grissom,"Mamzelle, a middle-aged farmer in a rural community, made the decision to come out as a teenager. Instead of fleeing to more supportive LGBTQ+ spaces, she has stayed in the hometown she loved. Now, as she cares for a friend's children, Mamzelle begins to realize what this choice has cost her.",24,Regret
1342,No tiene datos,Florence Pelletier,"Élizabeth Marcoux-Bélair, Florence Pelletier",SAINT-TITE tells the story of a family living their last weekend together at the rodeos of the Festival Western de Saint-Tite.,12,Saint-Tite
1343,No tiene datos,Jonathan Welch,Jonathan Welch,"An American Journalist, fighting depression and addiction, is forever changed after flying to the Sahara and covering a story about a refugee who survived the Algerian Expulsion of 2018. (Inspired by true events)",16,Expulsion
1344,No tiene datos,Tate Young,Tate Young,A businesswoman wearing a mysterious spacesuit undergoes an explosive day of reckoning.,14,Hypernova
1345,8.7,Dan Abramovici,Dan Abramovici,"The cycle of Steve's life choices are too large for him to recognize any pattern within. But as time is compressed and he flows through spirals of love and sexuality, he begins to sand down distractions and distortions to reveal an essential wound at his core. In liminal, the abstraction of dance may hold a place where our imaginations can project an ineffable experie... Leer todo",12,Liminal
1346,7.7,Erin Brown Thomas,"Erin Brown Thomas, Kelly Vrooman","Vicki idolizes her new girlfriend Samantha, but draws the line when it comes to her time on the porcelain throne. Their small bathroom gets awkward when Samatha challenges Vicki's definition of intimacy.",9,Feeling Flush
1347,No tiene datos,Alex Ditsas,Alex DitsasPeter Kontara,No tiene datos,14,Soulless
1348,7.9,Or Sinai,Or Sinai,"Rachel is loosing her sight to the point she can't even call her daughter who is in labor on the other side of the world. Seeking for help, she opens her door to passersby. Strangers, striving for one moment of connection.",17,Long Distance
1349,7.1,Géraldine Cammisar,"Géraldine Cammisar, Zaide Kutay","A withdrawn truck driver drives his load, a ferris wheel, through a remote desert landscape. Trapped in his fears and habits, he hardly dares to step out of the sheltered driver's cabin. His pastime of silhouettes accompanies him on his journey through no-man's-land and beyond the edge of his universe.",7,The Edge
1350,6.6,Óscar Bernàcer,Óscar Bernàcer,"Near the end of the Spanish Civil War, chaos takes over the Port of Alicante. The Captain of the Stanbrook, Archibald Dickson, and his crew await the arrival of a shipment. Thousands of people huddle in the harbor waiting for the arrival of boats hired by the Republic to leave the country.",20,Stanbrook
1351,No tiene datos,James Salmon,"James Salmon, Rochelle Bechard",A young boy deals with the consequences of his actions after he discovers his family's ducks were viciously killed in the night.,12,Duckbill
1352,No tiene datos,Yingzhi Liuling,Yingzhi Liuling,No tiene argumento,No tiene datos,Burgeoning
1353,No tiene datos,Jack Jones,Logan Bailey,This Argument between two Young men may Threaten to tear their entire Friendship apart.,13,I Give Them a Year
1354,No tiene datos,Ginevra Gentili,Benedict Elsworthy,"Lost and increasingly disillusioned with the world surrounding him, one man attempts to take control of his life in the only way he can see possible, ensuring that the course of his future will never be the same again.",No tiene datos,Martin
1355,No tiene datos,Kimberley Furst,"George Eliot, Kimberley Furst",No tiene argumento,No tiene datos,Middlemarch
1356,No tiene datos,Conner Von Kuetzing,Conner Von Kuetzing,A film director finds out that her movie is going to be re-cut by a heartless executive. She decides to wait in his office overnight and kill him in the morning. It's up to her friends and crew to talk her out of it before time runs out.,22,Kill Your Darlings
1357,No tiene datos,Patrick Seda,Patrick Seda,"A humble Asian man shows up in redneck country and is greeted with outright racism, but by putting aside differences and choosing common ground, he makes a new friend and ally.",20,Red Necks
1358,6.3,Lawrence Valin,Marlène Poste,"Aathi is a quiet henchman for a tough boss of the Paris Tamil mafia. When he meets Minnale, a young immigrant with nowhere to go, he begins to question his loyalty.",37,The Loyal Man
1359,6.6,Amit Dubey,"Horn Chun Meng, Kunthul Vann, Chea Vannsothea",A cricket seller's son is faced with the arrival of his father's new bride and her daughter.,16,A Fallen Fruit
1360,No tiene datos,Dayana Gauthier,"Lino Ocando Colmenares, Dayana Gauthier, Sandro Morales Santoro","As an immigrant to the US, Vela left behind everything she knew: her home, her family, her traditions and beliefs. A decade later she makes her way back home to search for her family and her roots.",12,Vela
1361,8.6,Kamil Saldun,"Kamil Saldun, Sholeh Zahraei","The sudden discovery of his son's secret turns Ibrahim's traditional world upside down. Fraught with emotional conflict he takes Ismail on a fateful trip. Inspired by the biblical story of Prophet Abraham, father of all patriarchs, and his son Ismail set in present-day Cyprus, unraveling the conservative facade of the society.",21,The Hunt
1362,No tiene datos,Attila Rostas,Attila Rostas,"1943 January, Cat Island, MS, United States. The FBI is expected at the government's secret military base to see how Japanese-American soldiers serve as 'dog baits'. Based on true events, The Shepherds of Cat Island is a story of systemic racism that takes a single, and continuous look into our prejudice and conscience.",12,The Shepherds of Cat Island
1363,No tiene datos,Matthew Wells,Tom Neville,No tiene datos,12,Bath Salts
1364,7.3,Daan Bunnik,Daan Bunnik,"A meadow, a football. Dried sausages and a filthy dog. And Danny, who needs to fight back his father's fists once and for all.",13,Blood Group
1365,No tiene datos,Kate Hamilton,"Kate Hamilton, Elisa Manzini","Comedic take on a not too distant dystopian future, where couples apply for a child license in an over populated world.",No tiene datos,Bio Filter
1366,No tiene datos,Barbara Mamabolo,Barbara Mamabolo,A tormented young woman searches for answers when the dead come knocking on her door.,14,The Kall
1367,7.2,Nicole Bazuin,"Nicole Bazuin, Andrea Werhun",Former escort Andrea Werhun shares the ins and outs of escort review board culture to expose deeper complexities of sexual power and social stigma in a post #metoo world.,11,Modern Whore
1368,8.3,Nelson Chak Hei Ng,"Nelson Chak Hei Ng, Nicholas Shay, Pauline Siu Mc, Naughton","The story is set in 1997 against the backdrop of Hong Kong's handover to China. Kit, a middle-aged single father, brings his son from Hong Kong to California under the pretense of visiting Disneyland. The son, Chun, comes to realize the real intention of the trip is for his own adoption.",15,Magic Kingdom
1369,8.2,Karishma Kohli,"Roberto Donoso Lopez, Prashant Thakker","Lucia, a homeless woman in South Beach, sits under a tree and watches the life of a family unfold in a house across the street.",No tiene datos,The Woman Under The Tree
1370,6.9,Pedro Peralta,"Joaquín Calderon, Paz Couso, Matilde Couso de Arccos","Castuera, Spain, April 1939. During the night two Falangist Guards appear at the door of the house where Paz is taking refuge with her family. They request her presence at the police station. Paz immediately understands the fatality of this visit.",17,Noite Perpétua
1371,No tiene datos,Ron Jäger,"Andreas Klinger, Moritz Lehmann, Marius Rohmann","The film tells the story of Roman, a 19 year old high school graduate who is drifting aimlessly through life. His grades don't allow him to study; he hasn't found an apprenticeship yet and keeps working an underpaid part-time job, daydreaming. Every day he's training in a small run down gym for amateur boxers. Afraid of tackling the challenges of growing up, life and ... Leer todo",27,Roman The Boxer
1372,7.0,Linden Feng,Takuro Hama CheungKen Mai,No tiene datos,9,Sweep Away Hungry Ghosts
1373,No tiene datos,Brian McWha,"Neil Chase, Brian Mc, Wha",No tiene argumento,No tiene datos,Tsunami Falls
1374,No tiene datos,Satinder Kaur,Satinder Kaur,"Blood and Glory is a drama about the friendship between two homeless veterans living on the streets of LA. Jackie is a dreamer and a hustler who is trying to get her life back on track. She also takes care of her battle buddy Rosa, who suffers from debilitating PTSD. The day that Jackie finally gets a job interview, she wakes up with a super heavy period. Without mone... Leer todo",12,Blood and Glory
1375,5.8,Nicolas Jakubiak,Nicolas Jakubiak,Story of a cat and mouse game between a man who shoots and collects fetish photography and a guy who is eventually coming out in front of his girlfriend.,No tiene datos,Barbo
1376,No tiene datos,Miguel Miller,Rolando Viñas,No tiene datos,No tiene datos,Lay Me Down to Sleep
1377,No tiene datos,Wayne Burns,"Wayne Burns, Brian Drader",Two young men meet for a hookup on a church rooftop.,18,Liar
1378,No tiene datos,Daragh Murphy,Shane Coules,A young man in the Irish Midlands does whatever it takes to avoid reality following a recent tragic event. But too much escapism could render him lost for good.,12,Contra
1379,7.1,Mimi Lee,Mimi Lee,"After receiving a strange package on her late father's birthday, a young woman visits her father's grave, uncovering a dangerous family secret along the way.",16,Moonchild
1380,6.5,Alia Azamat Ashkenazi,Alia Azamat Ashkenazi,"Esther, a composer going through a dry spell, finds an inspiration in an unusual and possibly dangerous Muse.",23,Esther's Choice
1381,8.5,Gergö Elekes,Gergö Elekes,"After waking up in a post-apocalyptic world, a young man is targeted by mysterious strangers with a motive as unclear as his way back home.",19,Aftermath
1382,No tiene datos,Michael Hyon Johnson,Michael Hyon Johnson,An Army soldier home on holiday hides her dark past from family and friends during a Memorial Day barbecue.,No tiene datos,This Will Destroy You
1383,No tiene datos,Valérie Lecomte,Valérie Lecomte,"After attending a presentation at school, Alex, Claire's son seems disturbed. In seeking to know more about the mysterious speaker, Claire will discover secrets buried long ago .",13,Claire de Lune
1384,9.6,Ella Greenwood,Ella Greenwood,"Lola, a young girl with depression, is forced to form a friendship with Zack, a young guy with a genetic illness. They each suffer from conditions which affect their lives in different ways. They will change each other's stories forever.",11,Faulty Roots
1385,No tiene datos,Pratyusha Gupta,Liam O'Hara,"A short drama looking at the current UK immigration system through the eyes of a young asylum worker. Desperate to make an impression during her second week working at the home office, Jamilah's first case brings her dilemma right into focus. When a second case involving a young Syrian man does more to highlight the grey areas inherent in the system, Jamilah resolves ... Leer todo",15,Asylum
1386,8.3,Christopher Pahle,Tarjei Sandvik Moe,Two people wake up in a bed together. Alvin was drunk of out his mind and doesn't remember a thing. Latifa doesn't drink and remembers everything.,21,We Should Be a Movie
