,0,1,2,3,4,5
1089,7.7,Phil Lord,Phil Lord,"Un trabajador ordinario de la construcción de LEGO, que se cree que es el profetizado como especial, es reclutado para unirse a una búsqueda para detener a un malvado tirano.",100,La LEGO película
1090,6.7,Colin Rivera,Colin Rivera,"A small black box theater group in Brooklyn struggles to survive in the face of urban development, economic disaster and each other.",104,The End of Something
1091,No tiene datos,Wai Lam,No tiene datos,No tiene datos,94,You Are My Sassy Girl
1092,7.0,Paul Wheeler,Al Murray,"The Pub Landlord is back to save the nation in his latest stand-up extravaganza, because he knows what the country really needs right now is some bloke waving a pint around offering common sense solutions.",88,"Al Murray: one man, one guvnor"
1093,No tiene datos,Davit Bejitashvili,Otar Mikeladze-Matsaberidze,A canceled film about Mingrelian and Kakhetian gay couple.,No tiene datos,Chven gizhebi vart
1094,No tiene datos,Jesper Frost,Jesper Frost,No tiene datos,95,Abrakadabra
1095,No tiene datos,Vasant Narkar,Trupti Shah,No tiene argumento,No tiene datos,Boss Pappu Pass Thai Gayo
1096,7.6,Paul Collett,Dianna Collett,"Two morticians accidentally burn down the family mortuary, and in order to raise the money to rebuild it, they must pose as the hottest new painters to hit the art world.",98,Technicolour Llama
1097,No tiene datos,Jerry Monkman,"Damien Oman, Devon Oman",Four short stories of true prairie horror,68,SIN Volume 1
1098,No tiene datos,Jason Freedman,"Jason Freedman, Brian Hightman","A distracted middle-aged lawyer unwittingly becomes involved in a series of murders after he goes on a 'business trip' with a pretty, gold-digging paralegal from his firm.",100,Look in the Mirror
1099,6.3,Alexandra Kondracke,Angela Robinson,"The story of five girls and one epic night. The girls will find love, lust, girl-fights, rock and roll, and a whole lot of stoned sorority girls.",86,Girltrash: All Night Long
1100,6.3,Marjane Satrapi,Michael R. Perry,"Un chico intenta conquistar a una chica con la que trabaja con la ayuda de sus perversas mascotas parlantes, y la situación toma un giro siniestro cuando ella le planta.",103,The Voices
1101,5.6,Barry Levinson,Buck Henry,A stage actor who is slowly losing his mind engages in a relationship with a sexually confused younger woman.,112,La sombra del actor - The Humbling
1102,6.8,Craig Johnson,Craig Johnson,"Habiendo ambos engañado coincidentemente a la muerte el mismo día, los gemelos separados se reúnen con la posibilidad de reparar su relación.",93,The Skeleton Twins
1103,No tiene datos,Tomas Puig,Tomas Puig,No tiene datos,No tiene datos,Madoff's Inferno
1104,No tiene datos,Rhys Davies,Rod Duncan,"Rhys has given up the day job to follow his movie-making dreams. He's trying to shoot a Hollywood epic on a world-record-busting low budget. Using real events for backdrops, and the love lives of his actors for a story, he splices together something entirely new. But in film-making, as in love, things seldom go according to plan.",No tiene datos,From Leicester to Hollywood
1105,6.1,Darko Lungulov,Darko Lungulov,A local barber in a small Serbian village comes up with an idea to erect a monument to Michael Jackson to attract tourists from around the world. Some locals like the idea others do not. And then we take a special Balkan ride.,95,Spomenik Majklu Dzeksonu
1106,6.9,Lenny Abrahamson,Jon Ronson,"Jon, un joven aspirante a músico, descubre que ha mordido más de lo que puede masticar cuando se une a una excéntrica banda de pop liderada por el misterioso y enigmático Frank.",95,Frank
1107,6.2,Geoff Moore,Geoff Moore,"La vida sin incidentes de un farmacéutico se sale de control cuando comienza una aventura con una clienta que lo lleva a un viaje de placer que involucra sexo, drogas y posiblemente asesinato.",91,La fórmula de la felicidad
1108,6.0,Damián Leibovich,"Damián Leibovich, Juan Cruz Varela","Pancho (Juan Manuel Rodil) is an independent filmmaker from Buenos Aires which is pushed by his grandfather Faust (Horacio Dener), to go after the loot of Butch Cassidy, who lived in Cholila (Chubut) between 1901 and 1905. Pursued by Commissioner Galvez (Oscar Huberty) for a crime he did't commit, Pancho will intersect with Nancy (Carla Pandolfi) and Anibal (Adrián Ga... Leer todo",102,Forajidos de la Patagonia
1109,7.5,Mark Mackner,Mark Mackner,"A mysterious glowing monster is savagely attacking citizens of a small town on the eve of a huge televised metal concert. But what connection does this creature have to the old nuclear plant? And the band, Irradiated Satan? And the local crime boss? And... the Mayor? HOW HIGH DOES THIS THING GO???? A low-level crook and his hot, recreational drug enthusiast hippie chi... Leer todo",111,The Half-Life Horror from Hell or: Irradiated Satan Rocks the World!
1110,7.5,Steve Pratt,Steve Pratt,"Long-haired, loud, and a real long way from home. The hip thrusting glam metal band with an image problem has come to a part of the world that suffers the same. The Middle East. Their mission: make music videos, and get out alive. The band are furious though when they learn that management has given the job of directing their videos to a relatively inexperienced Jorda... Leer todo",82,Thunderlust (and the Middle Beast)
1111,6.9,Peter Chelsom,Maria von Heland,Un psiquiatra recorre el mundo buscando el secreto de la felicidad.,120,Héctor y el secreto de la felicidad
1112,7.1,Christian Ditter,Juliette Towhidi,"Rosie y Alex han sido mejores amigos desde que tenían 5 años, por lo que posiblemente no podrían ser el uno para el otro ... ¿o podrían? Cuando se trata del amor, la vida y tomar las decisiones correctas, estos dos son sus peores enemigos.",102,Los imprevistos del amor
1113,3.2,Sean Gordon,Jesse Gordon,"Six best friends decide to make an impulse trip to Las Vegas in hopes of mending Santi and Annie's dying relationship. When Clive decides to stage a breakdown so Santi can ""save the day"", their truck ""actually"" breaks down in the middle of a long-ago forgotten ghost town. The eclectic group soon learns about the old legend of ""Harold Oates aka The Oatmeal Man"" and fin... Leer todo",81,The Oatmeal Man
1114,5.8,Rob Burke,Pierce Ryan,"Twentysomething Alan (Gleeson) is down on his luck. Stood up at the altar and recently fired from his banking job, he finds himself working with his mother as a part-time tourist advisor at Dublin Airport. It's there he comes face to face with first love Alice (Paré), stuck on standby for a flight home to New York. Their summer romance ended eight years previously wit... Leer todo",90,Standby
1115,3.9,Xavier Nellens,Xavier Nellens,"A young Brazilian pastor zealously pursues his mission to convert the indigenous people of the Amazon. His fervor and charisma draw the attention of the World Christ Channel, a U.S. based evangelical network methodically expanding across five continents which recruits him to be part of its team of televangelists. Emboldened by their success and momentum, the crusaders... Leer todo",83,Gloria Jesus
1116,7.8,Dean DeBlois,"Dean De, Blois","Cuando Hipo y Desdentao descubren una cueva de hielo que alberga cientos de nuevos dragones salvajes y al misterioso jinete de dragones, los dos amigos se encuentran en el centro de una batalla para proteger la paz.",102,Cómo entrenar a tu dragón 2
1117,6.9,Guy Nattiv,"Sharon Maymon, Guy Nattiv, Erez Tadmor","An elderly Greek man and his Hassidic rapper son embark on a journey with absurd encounters, which ultimately leads them to a final confrontation of father and son.",100,Magic Men
1118,5.2,Paul Gonzales,Paul Gonzales,A young man's return home becomes more than he bargained for as he discovers that an evil substance is quickly turning his sleepy Texas town in to a zombified nightmare.,86,Scum
1119,7.6,John Aquadro,"John Aquadro, Demalgamation",No tiene argumento,95,Most of My Memoirs Are Plagiarized
1120,5.8,Ali F. Mostafa,Ashraf Hamdi,"Three estranged childhood friends (Omar, Ramy, Jay), travel on a road trip from Abu Dhabi to Beirut in memory of their lost friend. If what happens en route doesn't make them crazy, it might just bring them closer.",108,From A to B
1121,5.2,Brian Schmidt,Brian Schmidt,How's a boy suppose to be a man with his sister always on his back?,86,The Incredible Adventure of Jojo (And His Annoying Little Sister Avila)
1122,6.6,Arthur Allan Seidelman,Richard Alfieri,A retired woman hires a dance instructor to give her private dance lessons at her home -- one per week for six weeks. What begins as an antagonistic relationship turns into a close friendship as they dance together.,107,Six Dance Lessons in Six Weeks
1123,6.7,Martin Lundmark,"Cladam Englund, Fia Wirenborg, Malin Åsén",Sanna (Nathalie Bloom) a rocker girl who is stuck in her old high school life with her boyfriend Micke (Lars Sandberg) who rather hangs out with his friend Latino (Robert Isberg) than spends time with her. Sanna works as a personal assistant to Lisbeth (Anna Almroth). Lisbeth's son Mårten (Michael Hamory) is a nerd who has a crush on Sanna. One day Mårten has an accid... Leer todo,90,Blackout
1124,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos
1125,5.4,Gregg Russell,Gregg Russell,"All JT wants is his freedom and a smoke. But these are hard times: the steakhouse fired him, his car broke down, he's broke. When his buddies plan to rob the steakhouse - to steal the meat - it sounds like a good idea. What could go wrong?",95,A Free Bird
1126,5.3,Jake Hull,Jake Hull,"When a young groom wakes up next to a dead prostitute after his bachelor party, he and his buddies must dispose of the body before the wedding, transporting it in the trunk of their car.",73,Trunk'd
1127,5.4,Mark Waters,Daniel Waters,"Rose Hathaway es un Dhampir, mitad humano mitad vampiro, guardián de los Moroi, vampiros mortales pacíficos que viven discretamente dentro de nuestro mundo. Su vocación es proteger a los Moroi de los vampiros inmortales y sedientos.",104,Vampire Academy
1128,5.8,Ryan Fox,Ryan Fox,"'White Dwarf' is a blend of story and documentary that examines the culture of Hollywood when shooting stars eventually lose their luster. The film chronicles a day (and night) in the life of Gregory, a couch-surfing aspiring actor, his group of 'industry' friends and the false lives they lead.",95,White Dwarf
1129,6.2,Miguel Arteta,Rob Lieber,"El día de Alexander comienza con un chicle pegado en el pelo, y a eso le siguen más calamidades.",81,"Alexander y el día terrible, horrible, espantoso, horroroso"
1130,7.1,David J. Garfield,"David J. Garfield, Susan Garfield, Kathleen Kennedy","Jake Starling is a newcomer to the stand up comedy scene when he volunteers to take two legendary comedians on a road trip to an Atlantic City ""Laugh-A-Ton"" Competition to help raise the money to save his mothers house. Along the way various antics ensue.",115,"The Rude, the Mad, and the Funny"
1131,4.7,Blaine Thurier,Jason Stone,An awkward high school student strives to lose his virginity before his parents and their Satanic cult can sacrifice him to the devil.,80,Teen Lust
1132,5.7,Tom Vaughan,Matthew Newman,Un profesor de poesía en Cambridge reevalúa su vida de excesos.,99,El marido de mi hermana
1133,4.3,Alfredo Rodriguez de Villa,"Kathy De, Marco",A Latino comic's near-death experience forces him to revisit his personal and professional highs and lows.,100,Fugly!
1134,5.1,Ken Roht,Ken Roht,"After killing a strip club owner, Burt, an indulgent Vampire with a zest for life hides out at an upscale drug den until strippers seeking revenge and zombies from hell face off for a final showdown.",80,The Bloody Indulgent
1135,7.0,Ryan Pomeranz,Ryan Pomeranz,"Three disparate loners are forced to reflect on their direction and lives when life, death, and drugs intervene.",117,Pennsylvania Holy Ghosts
1136,No tiene datos,Ben Goldenberg,Ben Goldenberg,An atypical film about the art of storytelling and it's affect on daily life. A reminder that there's always two sides to every story and that things aren't always what they seem.,No tiene datos,Drive-Through: The Story Movie
1137,7.3,Brent Triplett,Jon Etheridge,An inept gunslinger with an egotistical talking horse is recruited to save a town besieged by outlaws and evil aliens.,81,Toonstone
1138,7.8,Alex Prister,Alex Prister,"It's the year 1935 and Private Detective Dick Polakowski has recently bankrupted Charlie's Casino, the city's headquarters of organized crime. Charlie Rodriguez and the Charlie Brothers ran every facet of the town including having the government officials on their payroll. Their word was law. Dick left the Charlie Brothers with nothing. With crime vanquished, Dick pla... Leer todo",85,Bullseye
1139,6.1,Peter Bogdanovich,Louise Stratten,"Durante los ensayos de un nuevo proyecto teatral se forma un triángulo amoroso entre una esposa, una ex-amante, y una de las actrices.",93,Lío en Broadway
1140,6.6,Paul Thomas Anderson,Paul Thomas Anderson,"En los 70, en un Los Ángeles alimentado por las drogas, el detective privado Larry 'Doc' Sportello investiga la desaparición de una exnovia.",148,Puro vicio
1141,6.3,Noah Baumbach,Noah Baumbach,La carrera y el matrimonio de una pareja de mediana edad dan un giro completo cuando una joven pareja encantadora entra en sus vidas.,97,Mientras seamos jóvenes
1142,7.4,William H. Macy,Casey Twenter,"A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis.",105,Rudderless
1143,6.1,Tom Gormican,Tom Gormican,"Tres amigos se encuentran donde todos hemos estado: en ese momento incómodo en toda relación en que hay que decir: ""entonces ... ¿a dónde va esto?"".",94,Las novias de mis amigos
1144,8.1,Dragan Bjelogrlic,"Dragan Bjelogrlic, Ranko Bozic, Dimitrije Vojnov","A football team from Belgrade, in the former Yugoslavia, gets a chance to go to the First World Football Championship, but things get complicated along the way.",141,"Montevideo, vidimo se!"
1145,5.1,James Marquand,Nicky Allt,A screen adaptation of the hit play about the exploits of a group of Liverpool Football Club fans at the UEFA Champions League 2005 final in Istanbul.,93,One Night in Istanbul
1146,No tiene datos,Ilya Chaiken,Ilya Chaiken,No tiene argumento,72,The Unlovables
1147,5.7,Peter Lepeniotis,Peter Lepeniotis,"Una ardilla exiliada incorregiblemente egoísta se encuentra ayudando a sobrevivir a sus antiguos hermanos del parque al asaltar una tienda de frutos secos, un lugar que también es una fachada para el robo a un banco de una pandilla humana.",85,Operación Cacahuete
1148,No tiene datos,Benjamin Mathews,Ben Tannous,"When Phil meets the new HR guy from work at a Corporate bar one morning, the HR guy is feeling guilty about having to let someone go. Phil takes it upon himself to teach him a thing or two about firing people and the ruthless reality of the business world .. But Phil's in for a surprise ..",No tiene datos,The HR Guy
1149,5.3,Will Gluck,Will Gluck,Una niña huérfana que vive con una mala madre de acogida ve su vida cambiar ante sus ojos cuando un magnate de los negocios con intención de ganarse el puesto de alcalde de Nueva York la adopta.,118,Annie
1150,6.7,Andrew Napier,Andrew Napier,"The Young Turks, one of the most popular online news shows in the world, has amassed a YouTube network consisting of millions of subscribers and billions of views. But that wasn't always the case.",80,Mad as Hell
1151,6.0,Steve Pink,Leslye Headland,Sigue a dos parejas mientras viajan del bar al dormitorio y finalmente se ponen a prueba en el mundo real.,100,¿Qué pasó anoche?
1152,No tiene datos,Jaisen Ehas,Jaisen Ehas,"Jaisen Ehas captures a highly emotional holiday tryst between two self-destructive Chicagoans in the midst of quarter life crises during a bleak winter. Mutual aimless disillusionment incites a month-long one-night stand between Ryan (KC Haywood), a slovenly sexy, brash drunkard, and Rian (Victoria Floro), an alluring scenestress who knows how to get what she wants, t... Leer todo",94,AgAu
1153,3.5,Michael Canzoniero,Dan Fogler,"DON PEYOTE tells the story Warren Allman, an unemployed stoner who finally finds a purpose in life after an unpleasant encounter with a homeless man preaching the end is near. Fueled by vivid apocalyptic dreams, Warren becomes obsessed with 2012 doomsday theories and decides to make a documentary on the subject while his fiance is busy planning their wedding.",98,Don Peyote
1154,7.0,Nikos Andronicos,Nikos Andronicos,"A brutal black comedy that tears open the worlds of Gen-Y targeted advertising, Gen-Y targeted entertainment and the Gen-Y targets themselves.",90,Ad Nauseam
1155,No tiene datos,Richard Givens,Reginald Harper,A Single Mom's 9 Year old daughter (Chantal Stevens) and 15 year old son (Kenneth Stevens) are rebellious against the idea of mom (Mrs. Stevens) wanting to hire a Nanny. Follow this Family Comedy as Kenneth and Chantal have their hilarious brother and sister rivalry.,67,A Little Problem
1156,No tiene datos,Susan Kaff,Susan Kaff,"Sebastian King, an average office worker, is suddenly thrust into the steampunk world of Mantecoza where he struggles to learn how to be a Wizard.",No tiene datos,Mantecoza
1157,6.2,Dwayne Boyd,"Curtis Kaufman, Devon O'Reagan, Joseph Otway","Matt goes to work everyday to find himself taunted by fellow employees and to make matters worse, he finds his gold-digging girlfriend cheating on him. In need of a fresh start, Matt leaves Atlanta behind and returns to his roots in Scarsdale, New York. Matt soon links up with his eccentric childhood friends and notices that the old town is now shot to hell. To add in... Leer todo",85,Big Losers
1158,No tiene datos,Jeremy Tooley,"Chad Heddleston, Jeremy Tooley, Jesse von Fange","Almost Alpine is the story of three climbers in pursuit of the world's greatest rock climb. Beginning in 2008, the story follows them for a year full of adventure and misadventure. The biggest challenge they would face, however, was themselves. Witness firsthand the ridiculous situations and bizarre antics that define what it means to be a climber. Learn how to train ... Leer todo",47,Almost Alpine
1159,No tiene datos,Christer Sahlsten,Christer Sahlsten,"A film written and directed by Christer Sahlsten. The plot focus on young adults in the city of Stockholm, Sweden. Love, friendship and relationship problems in a drama with a humorous undertone.",No tiene datos,Stockholm Intermezzo
1160,5.7,Chris Nelson,Alan Yang,Dos chicos hacen un pacto para perder su virginidad antes del baile de graduación. Su amistad puesta a prueba cuando uno de ellos sale del closet.,91,Mi mejor amigo gay
1161,7.9,Johnny J. Sullivan,Johnny J. Sullivan,"After an adventure in Canada, a filmmaker returns to Los Angeles and comes to realize the journey is far from over. He struggles to learn how to embrace the adventure - one that has been wildly audacious, revealing and informative.",102,Moose on the Loose
1162,6.9,Roy Andersson,Roy Andersson,Una pareja de desafortunados vendedores de novedades se embarcan en un recorrido por la condición humana en la realidad y la fantasía que se desarrolla en una serie de episodios absurdos.,101,Una paloma se posó en una rama a reflexionar sobre la existencia
1163,3.6,Nathan Apffel,"Nathan Anderson, Nathan Apffel",A comedy set in the world of two pickup artists that is centered on the trouble they get into through the lies they tell.,83,Chicks Dig Gay Guys
1164,7.4,Camille Thoman,"Christopher Beha, Camille Thoman","Meet Hal, 87; Charlie, 87 and Maurie, 87. Three of a group of friends who gather every day at one p.m. in the village of Dorset, Vermont to play a game called ""paddle tennis"". They have been playing together for years. Moving beyond paddle tennis, The Longest Game takes on the 'game' of life, the stories we tell and the underlying forces that connect us all.",69,The Longest Game
1165,6.6,Eric Darnell,Michael Colton,"Skipper, Kowalski, Rico y Private unen fuerzas con una organización encubierta para impedir que el villano Dr. Octavio Salitre destruya el mundo tal y como lo conocemos.",92,Los pingüinos de Madagascar
1166,No tiene datos,Jonathan Blood,"Jonathan Blood, Jake Christie, Travis Curran","A dark comedy about a family who is coping with the repercussions of their teenage son's murder. Though the crime took place over a year ago, the accused killer has recently been exonerated and the case re-opened. It soon becomes apparent that all the affected parties have spent the past year in various forms of denial that range from desperately comical to simply des... Leer todo",98,The Water in the Bay
1167,6.4,Luke Greenfield,Luke Greenfield,"Dos colegas se disfrazan de policías para una fiesta de disfraces, pero acaban envueltos en una auténtica red de pandilleros y peligrosos policías.",104,Vamos de polis
1168,6.3,Álex Pina,Iván Escobar,"Slastan, un hombre de Karadjistán, está dispuesto a inmolarse a bordo de un avión rumbo Moscú-Madrid, pero su plan se complica cuando una tormenta de nieve retrasa su vuelo.",94,Kamikaze
1169,5.7,Helen Hunt,Helen Hunt,Una madre viaja a través del país a California para estar con su hijo después de que decide abandonar la escuela y convertirse en surfista.,93,Ride: Al ritmo de las olas
1170,6.3,Christopher Smith,Christopher Smith,Un padre y un hijo se unen para salvar la Navidad cuando descubren a Papá Noel durmiendo en su garaje después de estrellar su trineo y encontrarse a la fuga de la policía.,102,Get Santa
1171,5.9,Matthew Butler-Hart,"Matthew Butler-Hart, Tori Butler-Hart, David Garrick","Sir Simon Loveit, a widower, wishes to marry Miss Biddy. His son, Captain Bob, however has already won her heart under the alias of Rhodophil, before he went to war in Flanders. On his return, Captain Bob discovers, courtesy of his manservant Puff, that Miss has two other suitors, Captain Flash and Mr. Fribble. Puff also discovers that his wife, Tag, who he deserted s... Leer todo",70,Miss in Her Teens
1172,6.6,Jay Stern,"M. Sweeney Lawless, Jay Stern","Capitalists, revolutionaries, and the people who love them.",93,The Adventures of Paul and Marian
1173,6.6,Evan Mathew Weinstein,"Reginald Huc, Evan Mathew Weinstein",A group of guys living in a Brooklyn brownstone find their way through the harsh realities of life as they enter into their 30's.,86,Leaving Circadia
1174,5.1,Jake Kasdan,Kate Angelo,"Un matrimonio se despierta y descubre que el vídeo sexual que grabaron la noche anterior ha desaparecido, lo que lleva a una frenética búsqueda de su paradero.",94,Sex Tape. Algo pasa en la nube
1175,4.1,Tenney Fairchild,Tenney Fairchild,"Ogden Confer is a community college student living with his parents and dealing with the recent loss of his best pal, Rose, when he foils the suicide effort of a mysterious young lady, Beth, who proceeds to make him pay for not minding his own business.",93,Buttwhistle
1176,3.6,Sean Canfield,"Sean Canfield, Scott Dawson, David Sherbrook",A Realtor must sell a house where every new resident dies under strange circumstances.,82,Dead on Appraisal
1177,6.9,Lasha Tskvitinidze,Lasha Tskvitinidze,"I am Beso is a story of a 14 year old boy, whose acquaintances makes us part of a micro world different from everyone's, the spacial vacuum of which is created by the social situation, location, a mix of town and village, where the main characters live. Due to heavy social conditions, the people living in this settlement generally think intrinsically. The script is ma... Leer todo",91,I'm Beso
1178,No tiene datos,Brad Diebert,"Anthony Langone, Rob Lobosco","Three teenage schoolgirls make a pact to all get married in the same church on the same day. Life, however, has a rather different plan in store for them!",No tiene datos,Groomless Bride
1179,6.9,Maya Forbes,Maya Forbes,"A father struggling with bipolar disorder tries to win back his wife by attempting to take full responsibility of their two young, spirited daughters, who don't make the overwhelming task any easier.",90,Polar Bear
1180,4.3,Alin Bijan,Amy Acosta,"When the staff inside a renovated film studio finds a co-worker dead one morning, the pieces of a 40-year puzzle add up to an angry ghost who has let the last person step inside her house. Will they get out alive?",96,Ghost of Goodnight Lane
1181,3.5,Christopher Livingston,Brian Drolet,Una antigua estrella del baloncesto que sufre una lesión de rodilla intenta rehabilitarse en un gimnasio de Los Ángeles en decadencia.,92,Dumbbells
1182,5.8,Rob Pearlstein,Rob Pearlstein,"Three friends plot to get rid of their socially inappropriate friend by finding him a wife, but when he meets a woman just like him, their problems double.",87,Someone Marry Barry
1183,5.8,Stephen Griffin,David Spence,"The only normal guy at a paranormal talk radio station quits his dream profession and takes a higher paying, but soul crushing job, to pay for his oddball nephew's college tuition.",94,Roswell FM
1184,No tiene datos,Ernesto Sandoval,Ernesto Sandoval,"When Edward, a buffoonish Spirit Hunter, repeatedly fails to banish a bathroom spirit, he inadvertently uncovers a disheartening truth.",88,Edward
1185,5.8,Adam Green,Adam Green,A documentary exploring genre based monster art takes an odd turn when the filmmakers are contacted by a man who claims he can prove that monsters are indeed real.,89,Digging Up the Marrow
1186,5.2,Brad Leo Lyon,Brad Leo Lyon,No tiene datos,No tiene datos,College Fright Night
1187,5.2,Rita Merson,Rita Merson,"Aspiring singer, Catherine Brown finds herself living a life she never imagined",97,There's Always Woodstock
1188,6.3,Nicholas Stoller,Andrew Jay Cohen,Una pareja con un recién nacido tiene de vecinos a su pesar a una fraternidad universitaria. Harán todo lo posible para echarlos de allí.,97,Malditos vecinos
1189,7.9,Mercedes Gaspar,Mercedes Gaspar,"After China's father death, China gets involved in a trip which will help her to find the human being's essence. A travel in which she will discover that running away is not the way.",No tiene datos,Huidas
1190,5.4,Massimo Piccolo,Massimo Piccolo,"Danny 'Sweet Touch' Caputo is a young sax player on the verge of crowning is life's dream, to play in the festival that will send him to the top, amongst the jazz greats. Whit just 50 minutes standing between him and his consecration, as he runs over his last simple question more to pass time than anything else. Danny tries to answer, but instead finds himself project... Leer todo",80,Assolo
1191,8.0,James Gunn,James Gunn,Un grupo de criminales intergalácticos debe unirse para detener a un guerrero fanático con planes para eliminar el universo.,121,Guardianes de la Galaxia
1192,5.9,Catherine Balavage,"Catherine Balavage, Richard Wright","Sarah is a famous poet. Her book sold thousands of copies but she hasn't written anything for over 175 days. After an ultimatum from her publisher, Sarah becomes desperate, with far reaching consequences.",90,Prose & Cons
1193,6.7,Nae Caranfil,Nae Caranfil,A Romanian police officer teams up with a small crew of old friends from the World War II Jewish Resistance to pull off a heist by convincing everyone at the scene of the crime that they are only filming a movie.,112,Closer to the Moon
1194,No tiene datos,Christopher Holland,Christopher Holland,"Feldbusch: a struggling, blue-collar town in the Ruhr River area of western Germany. A deadly clash erupts between two estranged brothers for the hearts and minds of the local townspeople.",105,Westfalia
1195,6.4,Lynn Shelton,Andrea Seigel,"In the throes of a quarter-life crisis, Megan panics when her boyfriend proposes. She takes an opportunity to escape for a week, hiding out in the house of her new 16-year-old friend Annika and her world-weary single dad.",99,Laggies
1196,5.0,Ramin Niami,Ramin Niami,"Love has no borders and therein lies the premise of the charming, new Iranian-American romantic comedy ""Shirin in Love."" Nazanin Boniadi plays Shirin, an absent-minded, young Iranian-American living in ""Tehrangeles"" (the large Iranian community in Los Angeles) with her overbearing mother and empathetic father. Despite being engaged for years to a successful Iranian pl... Leer todo",104,Shirin enamorada
1197,5.7,Marco Polo Constandse,Martha Higareda,"Después de encontrar algunos secretos de su prometido, Ana se emborracha y termina en una jungla, mientras que su mejor amiga Daniela trata de encontrar la forma de decirle lo que siente por su novio, en un intento por conservar su amistad.",107,Cásese quien pueda
1198,4.2,John Semper,"Evelyn Gabai, John Semper","For three long centuries Creeporia has lived in an immortal freeze. A timeless soul lost in the breeze. Now, one way to win back her life is if she can become the wife of one who'll gladly give their heart to such a vain, repulsive tart! The second way to end this game is if she can regain her fame. Should she become a star once more. Then this curse gets thrown out t... Leer todo",89,Creeporia
1199,8.0,Andrew Friedberg,Andrew Friedberg,No tiene argumento,No tiene datos,Killing Frisco
1200,6.9,Bin Lee,Bin Lee,After losing his dream promotion to a rival co-worker. Tomas vows to restore his honor by following the ways of the ninja and exposing his nemesis to the justice he deserves.,81,Office Ninja
1201,4.7,Mike Disa,Nicole Dubuc,A veteran postman finds his beliefs challenged after he enters a TV talent show competition.,88,Postman Pat: The Movie
1202,5.3,Alejandro Sugich,Alejandro Sugich,"In Casi Treinta, the 29-year-old Emilio (Manuel Balbi), a rich employee of an airline who wants to be a writer, finds his new love in the 18-year-old Cristina (Eiza González). They break up after Emilio becomes absorbed by his job when he receives a promotion. Eventually, Emilio becomes engaged to a woman of his own age, Lucia, but he may not be entirely satisfied.",96,Casi treinta
1203,5.4,Peter Glanz,Peter Glanz,Conrad (Jason Bateman) is helped by his old friend Dylan (Billy Crudup) and returns the favor by falling for Dylan's girlfriend Beatrice (Olivia Wilde).,86,The Longest Week
1204,4.1,Chuck Powers,Amir Hafizi,The tale of a frog with an identity crisis.,88,Ribbit
1205,6.3,Daniel Perlmutter,Daniel Perlmutter,"Small-town journalist Leonard Crane starts making up stories to save his job, but gets in trouble when one of his fabricated news pieces turns out to be true.",87,Big News from Grand Rock
1206,7.2,Andrew Gitomer,Andrew Gitomer,"Past Present Future is a feature-length film about two friends, Rachel and Noah, who have had an on-again, off-again relationship since high school, meeting up for the first time after years apart.",95,Past Present Future
1207,5.2,Rudolf Havlik,Rudolf Havlik,"This romantic comedy, shot in a road-movie style, tells the story of businessman Petr Kraus (Pavel Batek) and his personal transformation. After returning from China, where he supervised the production of clothing for his customers, Petr finds out that the manufacturer had ruined the whole order and so he gets into trouble with the contractor (Jirí Lábus) who wants so... Leer todo",100,Zejtra naporád
1208,5.7,Stuart Acher,Stuart Acher,"Atrapados en el tráfico tras un lío de una noche, un chico y una chica rememoran la noche anterior a través de retrospecciones.",82,#Stuck
1209,5.7,Bob Domonkos,Bob Domonkos,"In order to satisfy a gambling debt, a lowlife is being pressured into shooting his best friend in the hindquarters by a hemorrhoid-ridden loan shark seeking his own demented sense of parity. A loose interpretation of The Merchant of Venice set in Denver.",126,And Now for the Tricky Part
1210,5.8,Brandon Haberman,Brandon Haberman,"When a college student begins to document the lives of a lowly band of cable television reenactment actors he uncovers Ryan Baxter, a re-enactor committed to putting his own inaccurate spin on history. Looking over him is Gil, the angst-ridden director of Ryan's misadventures, who spends more time trying to corral Ryan's historical inaccuracies on set than repairing h... Leer todo",90,Ryan Baxter: Reenactor
1211,6.0,Jordan Harris,Andrew Schrader,Oz and Freddy make friends and enemies during their last weekend in suburbia.,92,The Age of Reason
1212,5.3,Jason Strouse,Jason Strouse,"Surrounded by the eccentric faculty of Truman High School, Mitch Carter wins the California Teacher of the Year award and immediately receives a tempting offer that may force him to leave his job.",82,Teacher of the Year
1213,6.6,R. Malcolm Jones,R. Malcolm Jones,Una historia descarnada llena de esperanza y voluntad de supervivencia.,115,Secrets of the Magic City
1214,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos
1215,5.4,Ali Samadi Ahadi,Sven Nordqvist,The adventures of a grumpy old farmer and his cat.,86,"Pettersson und Findus - Kleiner Quälgeist, große Freundschaft"
1216,5.4,Brice Cauvin,"Stephen Mc, Cauley",No tiene argumento,98,L'art de la fugue
1217,5.6,Bobby Farrelly,Sean Anders,"20 años después de su primera aventura, Lloyd y Harry hacen un viaje por carretera para encontrar a la hija recién descubierta de Harry, que fue dada en adopción.",109,Dos tontos todavía más tontos
