,0,1,2,3,4,5,6,7
334,7.0,No tiene datos,Mario Kovac,"Marko Caklovic, Mario Kovac, Andy Kuljis","Bore Lee is back for several-day meditations in his hometown, Sinj. Strange behavior of people he meets, warns him that during his absence something terrible happened to the town - the vital cord of Sinj is intoxicated by drugs! In a mission to save his town from this evil, this time Bore will have to settle accounts not only with a gang but also with even more monstr... Leer todo",99,Bore Lee: Cuvaj se sinjske ruke!,tt0853202
335,5.5,No tiene datos,B.V. Ramana,Marudhuri Raja,"A motorcycle mechanic Gowri fights a mafia don in order to marry Swetha, the daughter of a powerful media baron.",169,Gowri,tt0861774
336,6.3,No tiene datos,Sarann,"Ajith Kumar, Pooja Umashankar, Sujatha","Two twin brothers, Jeeva and Guru, are separated in childhood by their mother to save their lives. When the brothers meet several years later, Guru, who becomes a gangster, swaps places with Jeeva.",157,Attagasam,tt0881894
337,6.4,No tiene datos,Gunasekhar,"Gunasekhar, Farooq Mir, Gopalakrishna Paruchuri",A young man risks his life to guarantee his twin sister's happiness and protect her from murderous in-laws.,174,Arjun,tt0907619
338,4.0,100,Samudra V.,"Mohan Babu, Vishnu Manchu, Celina Jaitly",A man sets out to fulfil his mother's last wish after serving his term in a juvenile detention center for a murder he did not commit.,150,Suryam,tt0925130
339,6.5,No tiene datos,Jayant Paranji,"Hari, Paruchuri Venkateswara Rao, Gopalakrishna Paruchuri",A story about good-gone-bad cop.,171,Lakshmi Narasimha,tt0929613
340,5.2,No tiene datos,Puri Jagannadh,"Puri Jagannadh, Thota Prasad","Un hombre huye con su novia de la infancia, pero muy pronto el destino los separará. La mujer se encuentra con una guerrilla comunista y el hombre acaba en la casa de un periodista, ambos pensando que el otro ha muerto.",143,143,tt0940641
341,7.7,No tiene datos,Yuri Alves,Igor Alves,"Xavier is plagued by a mind that haunts him with memories of his wife's horrible murder, and burdened by a heart that searches for a new life. Xavier's escape from his nightmarish past seems confusing and futile; until the curse of fate presents him another route to personal redemption. Unable to live with an alternate identity in the everyday, colorless world, Xavier... Leer todo",84,Xavier,tt0964005
342,4.5,No tiene datos,Kin-Tak Mau,Lap-Keung Shum,"The legend of Chen Jun, immortalized by Bruce Lee in A CHINESE CONNECTION, returns to Shanghai to discover that his master Fok Yun-Kap had died under mysterious circumstances. When Chen learns that Fok was murdered by the master of the rival Japanese martial arts school, he sets out on a bloody trail of vengeance.",90,Huo yuan jia zhi jing wu zhen ying xiong,tt0984067
343,6.5,No tiene datos,Kazuhisa Takenouchi,"Eiichirô Oda, Yoshiyuki Suga",The Straw Hat Pirates learn about the Shichiseiken on Asuka Island. Zoro disappears and the marines attack the island. Luffy and his gang fight off the marines when they find happen to find Zoro in enemy lines.,95,One Piece: La maldición de la espada sagrada,tt1010435
344,No tiene datos,89,Juan C. Heinrich,"Juan C. Heinrich, Kevin Lucero Less",A retired hit-man is brought back to perform a contract for the mafia.,No tiene datos,Grimm,tt10303902
345,No tiene datos,No tiene datos,Michael Harrington,Michael Harrington,An innocent bystander overhears the criminal plot of a sociopath felon just released from prison.,92,Crimes of Convenience,tt10396162
346,5.1,No tiene datos,Tommy Wai-Tak Lor,"Takashi Hasegawa, Cheng-Teng Ko","Ricky aspires to be a famous chef. But rival restaurateur Dragon wants him to fail. So when Ricky's brother suggests that he combine Osaka wrestling with Hong Kong cuisine, his restaurant strikes gold and wins rave reviews, but Dragon swears revenge. Overview: Ricky is a canteen handyman, his goal was to be a famous chef. His boss, One-Eye Dragon, was really mean to h... Leer todo",91,Heung Gong chu san,tt1101039
347,No tiene datos,No tiene datos,Darko Berlic,Darko Berlic,A crime story involving drugs.,76,16:57,tt11068352
348,7.1,No tiene datos,Yasuichirô Yamamoto,"Gôshô Aoyama, Kazunari Kouchi, Jun'ichi Iioka",An actress reached out to Kogoro Mori as she received a letter from the thief Kaito Kid about stealing an important Gem. Conan is faced with a difficult task of Stopping Kaito Kid who is disguised as Shinichi Kudo.,108,Meitantei Conan: Ginyoku no kijutsushi,tt1133559
349,No tiene datos,No tiene datos,Zachary Snygg,Zachary Snygg,An undercover DEA agent gets too emotionally involved. Daryl Woods is a highly respected New York City detective who comes dangerously close to the edge of sanity when he puts too much of himself into a drug investigation.,83,Hood Copz,tt11533826
350,No tiene datos,No tiene datos,Dinesh Chaudhary,Uttar Kumar,A military man family member's is killed and he returns home and kills those people and finishes his revenge. The police investigate and he escapes and becomes a dacoit.,165,Karamveer,tt11554412
351,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,93,Milan AC vs AC Perugia,tt11835360
352,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,93,AC Parma vs AS Roma,tt11835378
353,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,95,Borussia Mönchengladbach vs SV Werder Bremen,tt11835362
354,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene argumento,93,VfL Bochum vs FC Schalke 04,tt11835390
355,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,92,US Lecce vs Milan AC,tt11835368
356,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene argumento,92,Milan AC vs Chievo Verona,tt11835398
357,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,93,AC Parma vs Juventus FC,tt11835404
358,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene argumento,92,Bayern Munich vs VfL Wolfsburg,tt11835374
359,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,93,Reggina Calcio vs AS Roma,tt11835388
360,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,92,Hamburger SV vs Hertha BSC,tt11835384
361,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,92,AC Perugia vs AS Roma,tt11835350
362,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene argumento,92,AS Roma vs AC Siena,tt11835372
363,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,92,VfB Stuttgart vs FC Schalke 04,tt11835376
364,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,90,1.FC Kaiserslautern vs FC Hansa Rostock,tt11898074
365,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,90,1.FC Kaiserslautern vs VfL Bochum,tt11898064
366,6.3,No tiene datos,V. Ravichandran,"V. Ravichandran, Mohan Shankar","Film is all about Malla - a florist, a Samaritan, kind person beloved by people; contrast to this is his son Shiva who grows-up in goons' abode; father who sacrifices his life for his son and at the end son taking revenge on the culprits.Malla reminds his earlier films Anjada Gandu,Puntanja in some sequences.This film has everything from love to trust,affection,sorrow... Leer todo",147,Malla,tt11930108
367,No tiene datos,No tiene datos,C.L. Woodson III,C.L. Woodson III,"Though his methods seem suspect, Boss Man just wants to help his community out. But the cops don't care what Boss Man's motives are, and the savvy hero may be out of luck.",93,Iced Out,tt12095074
368,No tiene datos,No tiene datos,C.L. Woodson III,C.L. Woodson III,"Ex-convict Quick wants to start fresh and focus on a career as a music producer. He is barely out of jail when his former partner in crime, Cash, already has plans to make some easy money and Quick is an essential part of the scheme.",89,Straight Hustl'n,tt12102994
369,No tiene datos,No tiene datos,Tse-Ching Huang,Ka-Kui HoShao-Lin MoDick Wei,No tiene datos,101,Suo ming Call In,tt12370438
370,4.9,No tiene datos,Sunil Agnihotri,"Farooq Barelvi, Farukh Barelvi","Sonapur is a small village in modern day India that is being terrorized by a bandit named Zakali and his gang of 40 thieves. The villagers, young and old, even the Police, are all terrified. When a new Forest Officer is appointed, the villagers become bold, but Zakali soon forces them to change their minds and kills several people. Then an outcast village woodcutter, ... Leer todo",No tiene datos,Alibaba Aur 40 Chor,tt1238718
371,6.8,No tiene datos,Ilya Bazhko,Ilya Bazhko,"An unofficial sequel to Kefir-Profit's unofficial Terminator sequel - This time featuring Superman, Rambo, Neo from the Matrix, Harry Potter and the evil Agent 007.",102,Terminator 5: Smert Gollivuda,tt12649014
372,6.3,No tiene datos,N. Maharajan,Gopal Ram,Siddharth has suffered at the hands of corrupt lawyers and decides to kill all lawyers who help criminals evade the law. He doesn't even refrain from going against a lawyer who turns out to be family.,No tiene datos,Arasatchi,tt1265633
373,No tiene datos,No tiene datos,S.D. Ramesh Selvan,S.D. Ramesh Selvan,An angry young man is deeply affected by the sufferings of his friends who struggle to find a job. This leads him to lash out against the corrupt society.,134,Jananam,tt12671754
374,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene argumento,No tiene datos,Ipswich Town vs Preston North End,tt12782108
375,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,Shin Nihon no shuryo 2,tt12841870
376,4.5,No tiene datos,Suresh,"Hamid Bhai, Dinesh Chakraborty, Suresh","After losing his wife, Saroj, during childbirth, Erode, Chennai-based Inspector Mukesh Bhargav, brings up his daughter, Kirtika, on his own, rises up to the position of Assistant Commissioner of Police, battles hoodlums, exposes inept and corrupt police officers, as well as investigates politicians, their nexus with senior civil servants, and the underworld, ignoring ... Leer todo",165,Gambeeram,tt1401121
377,No tiene datos,No tiene datos,Ashok Kumar Bishaya,"Ankur Kumar Bishaya, Asha Bordoloi, Rimpi Das",No tiene argumento,160,Manat Birinar Jui,tt14147086
378,6.1,No tiene datos,Swapan Saha,"Pradipta Nanda, Swapan Saha",An honest police officer fights against terrorist activity.,120,Agnee,tt1423887
379,No tiene datos,No tiene datos,Nicholas Barcia,Nicholas BarciaBrian Corcoran,No tiene datos,119,Armored Fist,tt1429004
380,5.7,No tiene datos,Haranath Chakraborty,"Prasenjit Chatterjee, Anu Choudhury, Arunima Ghosh","Surya returns to his birthplace to take revenge on the person who murdered his father. His alliance are five loyal servants of his father, from whom four were convicted wrongfully and served the sentences of 14 years for murdering their master.",No tiene datos,Surya,tt1431327
381,6.9,No tiene datos,T.L.V. Prasad,"Mithun Chakraborty, Shankar Chakraborty, Subhendu Chatterjee",No tiene argumento,145,Barooda,tt1433273
382,8.0,No tiene datos,Hara Patnaik,"Hara Patnaik, Subodh Pattanaik","Sathi Re if a social and family drama that tells the cross love story of two good friends Raju and Sanjay. The story shows Raju to fall in love with Geeta secretly, but he later finds out that both his friend Sanjay and Geeta love each other very much. So Raju sacrifices his love for his friendship and goes to great lengths to sustain that relationship of true purity ... Leer todo",137,Sathire,tt1435580
383,7.4,No tiene datos,Jolie Hales,Jolie Hales,Jason and his best friend Shawn are thrown into the adventure of a lifetime when a freak accident leaves Jason with the ability to manipulate light.,60,Light Boy,tt1455193
384,No tiene datos,No tiene datos,David Curran,David Curran,"What if the wrong people decided to make a reality television show called 'Marry a Mountain Man.' What if one of them was truly evil? Can three innocent, kidnapped women escape with their lives?",72,Knaptid: Four Days After the First Abduction,tt1455137
385,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,69,The Killing Hand,tt1458645
386,6.1,No tiene datos,Swapan Saha,Mithun ChakrabortyAbhishek ChatterjeeRamen Roy Chowdhuri,No tiene datos,No tiene datos,Coolie,tt1464526
387,6.2,No tiene datos,Jôji Shimura,Scott Gensch,"A nameless hero in command of a secret human weapon arises from the ashes of the fallen Jushin empire to defend the people from zombies, cannibals and beasts.",87,Shin angyo onshi,tt1467299
388,6.1,No tiene datos,Minoru Kawasaki,Gô NagaiMasakazu MigitaMinoru Kawasaki,No tiene datos,70,Maboroshi panty vs. Henchin pokoider,tt1492973
389,No tiene datos,No tiene datos,Naseem Khan,NazoNeimat SarhadiArbaaz Khan,No tiene datos,117,Niazbeen,tt15110372
390,7.9,No tiene datos,Ratan Aulakh,"Shabab Alawalpuri, Ratan Aulakh, Pradeep Bamra","Ranjyot, Amar and their widowed mother flee from Rampur after their friend, Karim, informs them that their village is about to be attacked by Muslim shortly after the 1948 partition of India and Pakistan. The threesome manage to survive and end up in Dharampur in Punjab. They are re-united with Karim when both brothers get married to Jeeto and Satwant. The third time ... Leer todo",No tiene datos,Mitter Pyare Nu Haal Mureedan Da Kehna,tt1553060
391,7.2,No tiene datos,S.V. Krishna Reddy,"Diwakar Babu, S.V. Krishna Reddy",No tiene argumento,No tiene datos,Athade Oka Sainyam,tt1579734
392,5.6,No tiene datos,Devi Prasad,"Aryan Rajesh, Sada, Anil",No tiene argumento,No tiene datos,Leelamahal Centre,tt1579799
393,4.1,No tiene datos,M.S. Narayana,"Aarthi Agarwal, Aditi Agarwal, Raghu Babu","Watch the full movie, Koduku, only on Eros Now. Koduku is a 2004 Indian Telugu film, directed by M S Narayana and produced by Thadi Thatharao. The film stars Vikram, Aditi Agarwal and Mounika in lead roles.",115,Koduku,tt1579789
394,7.2,No tiene datos,Balachari,Aditi AgarwalRamesh AravindBrahmanandam,No tiene datos,No tiene datos,Vidyardhi,tt1579901
395,2.0,No tiene datos,Swarna Subba Rao,M. Rathnam,"A man(Balakrishna) living in a village with a wife(Laya) and a child finds out that he is good at combative skills. After learning that he has amnesia, he goes in his search to find his identity and his past.",No tiene datos,Vijayendra Varama,tt1579903
396,4.3,No tiene datos,Viji P. Nair,"Tinnu Anand, Rajeev Awasthi, Beena Banerjee","Anu finds out that her daughter, Pooja, is spending too much time with her boyfriend, Rahul, than on college studies. She confronts her, but Pooja refuses to heed her warnings. Then one night Pooja returns home bruised and battered, claiming that Rahul has been killed and she has been brutally raped by three men. Anu's efforts to file a police complaint are in vain, a... Leer todo",111,Shola: Fire of Love,tt1594974
397,4.8,No tiene datos,Krishna Vamsi,"Krishna Vamsi, B.K. Radha Krishna","Sri Anjaneyam is a Telugu film directed and produced by Krishna Vamsi. It stars Arjun Sarja, Nitin, Charmme Kaur in the lead roles. Prakash Raj and Ramya Krishna play supporting roles. This film was dubbed into Tamil as Hanumaan (2004) and into Hindi as My Boss Bajarangbali and also remade in Oriya as Chhati Chiri Dele Tu directed by S.K. Muralidharan starring Anubhav... Leer todo",174,Sri Anjaneyam,tt1612045
398,No tiene datos,No tiene datos,Brian Wizard,Brian Wizard,No tiene datos,52,Viet Nam: Then and Again,tt1650524
399,5.8,No tiene datos,A.S. Ravi Kumar Chowdary,"A.S. Ravi Kumar Chowdary, Marudhuri Raja",Seenu (Gopichand) is a loyal servant and a right-hand of faction leader Reddeppa (Devaraj). He and Sailaja (Sameera Benarjee) - daughter of Reddeppa - grew together. Nayudamma (Vijaya Rangaraju) is an arch rival of Reddeppa. Factional feuds between them have resulted in loss of number of lives among their groups. When Reddeppa realizes that his daughter and Seenu are ... Leer todo,144,Yagnam,tt1688092
400,4.2,No tiene datos,S.S. Stanley,S.S. Stanley,"Saravanan comes to Singapore for a job but lands in trouble lose his passport and are on the run. Desperate to get back home, he accepts the job of taking a girl to India in return for a hefty sum.",150,Puthukkottaielerenthu Saravanan,tt1744880
401,4.1,No tiene datos,Manoj Kumar,"Akksar Allahabadi, Manoj Kumar",A con-man is asked to first protect and then take over the identity of a look-alike government official.,No tiene datos,Jai Surya,tt1758666
402,No tiene datos,No tiene datos,Drew Stone,"Drew Stone, Evan Stone","Street Racing at it's best. This film will take you closer than you will ever be to the danger and excitement of the street racing underground. Girls, gambling and guns are a way of life for these kids.",90,Outlaw Street Cars: Death or Glory,tt1841784
403,6.7,62,Prashant Nanda,Prashant Nanda,No tiene argumento,No tiene datos,Aakrosh,tt1841496
404,3.2,No tiene datos,Shaji Kailas,Shaji Kailas,"Jana always stands for his villagers, against the atrocities committed by Veerapandi. Manimegalai, Veerapandi's daughter, falls in love with Jana, but is stunned when she learns about his past life.",80,Jana,tt1861356
405,No tiene datos,No tiene datos,Drew Stone,Joe Dryden,No tiene argumento,90,Don't Forget the Struggle,tt1869383
406,No tiene datos,No tiene datos,Drew Stone,No tiene datos,No tiene datos,90,Black Sheep Squadron,tt1869310
407,No tiene datos,No tiene datos,William Thomas Jones,William Thomas Jones,An action adventure drama with the mystic infusion of angelic and spiritual influences and transformation.,67,Soulgain,tt1872845
408,6.2,No tiene datos,Ryuta Tasaki,Toshiki Inoue,"Four years after an alternate ending to the series, the Undead have been re-released and Glaive reveals himself to be the Albino Joker. The four Riders are again united, intent on saving Amane and stopping the Albino Joker.",73,Gekijôban kamen raidâ Bureido: Misshingu êsu,tt2020056
409,5.5,No tiene datos,GuGu E. Michaels,"Gu, Gu E. Michaels","A hit man gets hired to help a woman avenge the death of her younger brother. He sparks the gang war between black and Asian groups, giving him cover to commit his murders without suspicion.",100,Repentance: Thugz II,tt2032521
410,No tiene datos,No tiene datos,Hidetaka Ito,Daiki Chiba,No tiene datos,71,Crush Ball,tt2173954
411,5.2,No tiene datos,Julian Cheah,Julian Cheah,"A professional assassin accidentally injures a girl on a hit job. Out of a deep sense of guilt and a need for redemption, he takes on one last job to make things right.",105,The Hired Killer,tt2236600
412,4.8,No tiene datos,Bharat Hanna,"Abbas, Clive Dev, Sathyaraj","An elderly gangster falls in love with a schoolgirl, and goes to blackly comical measures to win her heart.",No tiene datos,Adi Thadi,tt2325509
413,5.1,No tiene datos,Venkatesh,"Namitha, Vadivelu, Manager Cheena","Aai is an Indian Tamil film directed by A Venkatesh and produced by K Parthiban. The film stars Sarath Kumar Namitha, Vadivelu and Kalabhavan Mani in the lead roles. The film had musical score by Srikant Deva. Watch the full movie Aai online, only on Eros Now.",162,Aai,tt2359640
414,No tiene datos,No tiene datos,Kenji Yokoi,"Buronson, Ryoichi Ikegami, Hidehiro Ito","A young man appears suddenly in Shinjuku and becomes the owner of host club ""Shinijuku Sokai"" in only two days. Without fear, he walks the difficult path leading straight to the top.",110,Shakunetsu,tt2409306
415,5.0,No tiene datos,Iqbal Durrani,Tinnu AnandPooja DadwalGulshan Grover,No tiene datos,No tiene datos,Hindustan,tt2668914
416,No tiene datos,No tiene datos,Ravi Kumar,Ravi Kumar,The film is a story of a village girl who wants to become a film heroine. She is taken to Mumbai by a so called friend from the village and introduced to a few men who she is told can help her with her career. But actually they are con men and take advantage of her which makes her forget about becoming a heroine. Circumstances force her to become a bar dancer and when... Leer todo,112,Golden Bar,tt2730076
417,6.7,82,Kimberly Choma,No tiene datos,No tiene datos,105,Halo,tt2780766
418,6.1,No tiene datos,Oles Yanchuk,Yuriy Borets,"One hundred soldiers of the Ukrainian Insurgent Army, led by Michael Duda (Hromenko) fearlessly fighting with the Bolshevics and with the Nazis.",97,Zalizna sotnya,tt2796680
419,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,74,Baretta,tt2857716
420,6.0,No tiene datos,Sundar C.,Sundar C.Boopathy Pandian,A man protects his best friend's widow and her children from a lot of criminal outlaws who have murdered their father.,145,Giri,tt2963004
421,No tiene datos,No tiene datos,Luis Antonio Rodriguez,"Edith Alonzo, Erica Alonzo, Juan de Anda","The story of love and betrayal between two gang rivals. Chuco and Rumba, two stories, two lives one destiny.",70,Cronicas de un Cholo,tt2994048
422,No tiene datos,No tiene datos,Nanda J. Umbara,Nanda J. Umbara,No tiene argumento,77,Gerbang 13,tt3093856
423,5.7,No tiene datos,Montazur Rahman Akbar,"Montazur Rahman Akbar, Monwar Hossain Dipjol, Joseph Satabdi",When Suriya (Poppy) was very young she was raped by a boy of a local politician. She killed that boy and flee to the city. In the city she establishes a gang of women who fight for the rights of the girls in the city. Wherever there is a woman in distress they went there and help her out of the distress. Mishkatur Rahman (Shakib Khan) comes to the city to find a job a... Leer todo,No tiene datos,Bostir Rani Suriya,tt3109700
424,No tiene datos,No tiene datos,Sean Konig,Sean Konig,Philadelphia Police Task Force members Andrew McJones and Tim Johnson investigate the murder of a small-time magician.,2004,The Last Magic Act,tt3179284
425,4.1,No tiene datos,Haeman Chatemee,"Preeti Barameeanat, Sririta Jensen",No tiene argumento,No tiene datos,Phan X dek sud khua,tt3230122
426,4.9,No tiene datos,Alexis Ramirez,Alexis Ramirez,The heroic adventures of a blackinese ninja warrior named Rukashi who embarks upon a mission to kill were-demons and nemesis gang members.,52,Fury Blade,tt3325588
427,7.4,No tiene datos,Tanit Jitnukul,"Siriwat Chiwasoot, Jaran Ngamdee, Nirut Saosudchart",This is the stirring account of one of Thailand's most famous battle in history.,77,Jao Tak,tt3341488
428,No tiene datos,No tiene datos,Bharath,Bharath,"When his father is falsely accused of selling low-yield cotton seeds to his fellow farmers, Subash sets out to prove his innocence. However, he soon uncovers a greater conspiracy.",No tiene datos,Guri,tt3428462
429,No tiene datos,No tiene datos,Pavan,Pavan,No tiene datos,No tiene datos,Satta,tt3428558
430,No tiene datos,No tiene datos,Rudraraju Suresh Varma,Krishna Murali Posani,No tiene datos,No tiene datos,Seshadri Naidu,tt3429342
431,4.9,No tiene datos,V.R. Pratap,"Krishna Murali Posani, V.R. Pratap",No tiene argumento,No tiene datos,Swamy,tt3430784
432,No tiene datos,No tiene datos,Ravi Raja Pinisetty,Ravi Raja Pinisetty,No tiene datos,135,Kedi No. 1,tt3430550
433,5.4,No tiene datos,Muthyala Subbaiah,Muthyala Subbaiah,No tiene argumento,No tiene datos,Aptudu,tt3436078
434,No tiene datos,No tiene datos,Eric B. Spoeth,Eric B. Spoeth,A tribute to the era of classic Hong-Kong cinema.,45,Crane on a Rock,tt3494706
435,5.7,59,Ranjan Ramanayake,Ranjan Ramanayake,"A ex-hero(aka ""One shot""),criminal,murderer disguised as a punk named wije. He revisits his older character and stands against the injustice of politics.",146,One Shot,tt3531262
436,3.4,No tiene datos,Yen-Ping Chu,Libin Shen,"Kenan is a brainless detective, he is sent to solve a complicated murder case.",86,Miao tan shen wei,tt3681530
437,No tiene datos,No tiene datos,José Luis Vera,Agustín BernalBernabé MelendrezLuis Gatica,No tiene datos,No tiene datos,El último de los cholos II,tt3791880
438,No tiene datos,100,Jon Deitcher,"Jon Deitcher, Geoff Klein, Michael Penning",No tiene argumento,82,Drinking Games,tt3901488
439,No tiene datos,No tiene datos,Evangelos Giovanis,Evangelos Giovanis,No tiene datos,135,Taking the Turn,tt3954074
440,No tiene datos,No tiene datos,Dagoberto Brasile,Dagoberto BrasileAndrea ComastriGiacomo Ferrari,No tiene datos,210,Suisaid - Chi accoppa un amico trova un tesoro,tt4015294
441,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,Ek Aur Laawaris,tt4276616
442,No tiene datos,No tiene datos,Chandni Gupta,No tiene datos,No tiene datos,No tiene datos,Jail Queens,tt4318386
443,5.2,No tiene datos,Kanti Shah,Bashir Babar,Un hombre de la jungla intenta detener a un malvado cazador furtivo.,105,Jungle Ka Sher,tt4318202
444,No tiene datos,No tiene datos,Kishan Shah,"Hemant Birje, Satnam Kaur, Anil Nagrath","Sherni, la poderosa reina de los animales, protege la jungla de peligrosos furiosos furtivos.",No tiene datos,Junglee Sherni,tt4318198
445,7.3,No tiene datos,Ridley Scott,William Monahan,"Balián de Ibelín viaja a Jerusalén durante las cruzadas del siglo XII, donde será defensor de la ciudad y su gente.",144,El reino de los cielos,tt0320661
446,6.5,No tiene datos,Gordon Chan,No tiene datos,No tiene argumento,200,Kung Fu Master,tt0323001
447,6.6,No tiene datos,John Dahl,William B. Breuer,"A finales de la Segunda Guerra Mundial, 500 soldados estadounidenses han estado atrapados en un campamento durante tres años. Comenzando a perder la esperanza de que alguna vez serán rescatados, un grupo de Rangers va en una misión peligrosa para tratar de salvarlos.",132,El gran rescate,tt0326905
448,5.0,No tiene datos,Antony Szeto,"Trevor Morris, Yeung-Ping Sze, Antony Szeto","A town is attacked by a deadly creature. The only thing that can stop it is the DragonBlade, but the one who knows where it is won't tell others, since untold peril await anyone who finds this legendary weapon.",85,Lung do kei yuen,tt0327660
449,4.5,No tiene datos,Lee Tamahori,Rich Wilkes,"Darius Stone, un nuevo agente del programa xXx, es enviado a Washington D. C. para detener un intento de golpe de estado contra el presidente de los Estados Unidos.",101,xXx 2: Estado de emergencia,tt0329774
450,3.0,No tiene datos,Vasiliy Chiginskiy,Oleg Kapanets,"Its codename is Sabertooth, a top-secret Russian stealth fighter jet that could tip the world's military strategic balance. But when someone begins assassinating the project's top test pilots, maverick C.I.A. boss Henry York (Armand Assante) launches a surveillance of international arms dealer Dick Murdock (Malcolm McDowell).",109,Zerkalnye voyny. Otrazhenie pervoe,tt0337678
451,3.8,No tiene datos,David Gaz,"David Gaz, Kevin Poore","This is how it works: In nature, the heat and pressure of the earth turns coal into diamonds over a period of thousands of years. Industrial diamonds are created by processing coal in a machine that mimics the heat and pressure of the earth. Because coal is the carbonized remains of prehistoric plants and animals, it is made up of the same chemical components found in... Leer todo",85,Diamond Zero,tt0338443
452,4.1,No tiene datos,Tim McCann,"Tim Mc, Cann",A desperate man ventures into a dangerous and sordid underworld of crime and pornography in search of his severed genitalia which is held for ransom by his disgruntled former girlfriend.,78,Nowhere Man,tt0338294
453,4.1,71,David Lister,Paul Anthony,"Freya is the clan princess, pursued by Sven who wants only to become king after King Thorsson dies. Freya prefers Agnar, who was lost with a boatload of clansmen on a raid. The old king longs for one more grand adventure and takes a group to an island two days journey away. The island is cursed, being the realm of a great and brutal Beast - said to be protected by Odi... Leer todo",90,Beauty and the Beast,tt0338769
454,3.9,27,Brad Martin,David Leitch,"In the spring of 1986, no one had heard of Frank Sledge. One year later, Bloodfight 2 was #1 at the box office... And a star was born.",83,Sledge: The Untold Story,tt0337887
455,5.3,No tiene datos,Julian Adams,Julian Adams,"The true love story of the conflict between Captain Robert Adams' dedication to the south, and his love for Eveline McCord, his beloved from the north. Produced, written, and directed by the descendants of Robert and Eveline, this American Civil War tale is an explosive, richly detailed saga of fierce combat, honor and the will to risk all that's precious for love or ... Leer todo",96,Strike the Tent,tt0339743
456,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt0340163
457,7.0,No tiene datos,Louis Leterrier,Luc Besson,"Un hombre esclavizado por la mafia desde la infancia y educado para comportarse como un perro de presa humano, escapa de sus captores e intenta empezar una nueva vida.",103,Danny the Dog,tt0342258
458,5.9,No tiene datos,Terry Gilliam,Ehren Kruger,"Will y Jake Grimm son unos estafadores ambulantes que se encuentran con una auténtica maldición de cuento de hadas que requiere verdadero valor, en lugar de sus habituales exorcismos falsos.",118,El secreto de los hermanos Grimm,tt0355295
459,3.0,No tiene datos,Lance Mungia,"Norman Partridge, James O'Barr, Lance Mungia","En su camino para convertirse en un demonio inmortal, el líder de una banda orquesta el asesinato de un ex convicto y su novia.",99,El Cuervo 4: La plegaria maldita,tt0353324
460,6.5,No tiene datos,Doug Liman,Simon Kinberg,Una pareja aburrida se sorprende al saber que ambos son unos asesinos contratados por agencias de la competencia para matarse entre ellos.,120,Sr. y Sra. Smith,tt0356910
461,4.7,No tiene datos,Rob Bowman,Mark Steven Johnson,"La guerrera Elektra sobrevive a una experiencia cercana a la muerte, se convierte en asesina a sueldo e intenta proteger a sus dos últimos objetivos, un padre soltero y su joven hija, de un grupo de asesinos sobrenaturales.",97,Elektra,tt0357277
462,4.3,No tiene datos,mink,"Steven Seagal, Joe Halpin, Trevor Miller","When a government official is killed, an American operative with experience in the Yakuza culture is brought in to investigate.",97,Yakuza: El imperio del sol naciente,tt0358294
463,7.0,46,Francis Lawrence,Jamie Delano,"El exorcista sobrenatural y demonólogo John Constantine ayuda a una mujer policía a demostrar que la muerte de su hermana no fue un suicidio, sino algo más.",121,Constantine,tt0360486
464,7.2,84,Peter Jackson,Fran Walsh,"En el Nueva York de 1933, un productor cinematográfico excesivamente ambicioso coacciona a su elenco y a la tripulación del barco que ha contratado para viajar a la misteriosa isla Calavera, donde se encuentran con Kong, un simio gigante que se enamora inmediatamente de la actriz principal, Ann Darrow.",187,King Kong,tt0360717
465,3.6,100,Karl Kozak,Karl Kozak,"When a group of poachers are found dead in the deep forests of the Pacific Northwest, a mob of revenge hungry hunters pursue the beast while four high school seniors try to save it.",85,The Unknown,tt0364616
